"ListItem-c11n-8-85-1__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-85-1__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-85-1__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-85-1__sc-yipmu-0 2","price","StyledPropertyCardDataArea-c11n-8-85-1__sc-yipmu-0 4","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-85-1__sc-6gojrl-0","property-card-link href","Image-c11n-8-85-1__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-85-1__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6502 Camino Del Parque, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,381""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6502 Camino Del Parque"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.113293,""longitude"":-117.31311},""url"":""https://www.zillow.com/homedetails/6502-Camino-Del-Parque-Carlsbad-CA-92011/16652060_zpid/""}","https://www.zillow.com/homedetails/6502-Camino-Del-Parque-Carlsbad-CA-92011/16652060_zpid/","6502 Camino Del Parque, Carlsbad, CA 92011","PACIFICA PROPERTIES","$775,000","- Sold","2","bds","2","ba","1,381","sqft","Sold 05/11/2021","https://www.zillow.com/homedetails/6502-Camino-Del-Parque-Carlsbad-CA-92011/16652060_zpid/","https://photos.zillowstatic.com/fp/dbf8f92c1804c1a30bb15364310a0eca-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6829 Pear Tree Dr, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""999""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6829 Pear Tree Dr"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.109364,""longitude"":-117.303856},""url"":""https://www.zillow.com/homedetails/6829-Pear-Tree-Dr-Carlsbad-CA-92011/16654005_zpid/""}","https://www.zillow.com/homedetails/6829-Pear-Tree-Dr-Carlsbad-CA-92011/16654005_zpid/","6829 Pear Tree Dr, Carlsbad, CA 92011","EXP REALTY","$775,000","- Sold","2","bds","2","ba","999","sqft","Sold 05/06/2022","https://www.zillow.com/homedetails/6829-Pear-Tree-Dr-Carlsbad-CA-92011/16654005_zpid/","https://photos.zillowstatic.com/fp/28faec0e5eb13b9651930043cf273671-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1766 Cottonwood Ave, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,421""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1766 Cottonwood Ave"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.101734,""longitude"":-117.269226},""url"":""https://www.zillow.com/homedetails/1766-Cottonwood-Ave-Carlsbad-CA-92011/16657149_zpid/""}","https://www.zillow.com/homedetails/1766-Cottonwood-Ave-Carlsbad-CA-92011/16657149_zpid/","1766 Cottonwood Ave, Carlsbad, CA 92011","BERKSHIRE HATHAWAY HOMESERVICE","$775,000","- Sold","2","bds","3","ba","1,421","sqft","Sold 11/21/2022","https://www.zillow.com/homedetails/1766-Cottonwood-Ave-Carlsbad-CA-92011/16657149_zpid/","https://photos.zillowstatic.com/fp/af1ea94e8e0317c9ac997ff8ce1efbb7-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1809 Cottonwood Ave, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,421""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1809 Cottonwood Ave"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.101734,""longitude"":-117.269226},""url"":""https://www.zillow.com/homedetails/1809-Cottonwood-Ave-Carlsbad-CA-92011/16657155_zpid/""}","https://www.zillow.com/homedetails/1809-Cottonwood-Ave-Carlsbad-CA-92011/16657155_zpid/","1809 Cottonwood Ave, Carlsbad, CA 92011","COMPASS","$770,000","- Sold","2","bds","3","ba","1,421","sqft","Sold 06/01/2021","https://www.zillow.com/homedetails/1809-Cottonwood-Ave-Carlsbad-CA-92011/16657155_zpid/","https://photos.zillowstatic.com/fp/0a8f9ce5d36f8ca0a8ac61445090823a-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6475 Camino Del Parque, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,102""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6475 Camino Del Parque"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.113102,""longitude"":-117.31451},""url"":""https://www.zillow.com/homedetails/6475-Camino-Del-Parque-Carlsbad-CA-92011/16652071_zpid/""}","https://www.zillow.com/homedetails/6475-Camino-Del-Parque-Carlsbad-CA-92011/16652071_zpid/","6475 Camino Del Parque, Carlsbad, CA 92011","COMPASS","$767,000","- Sold","2","bds","1","ba","1,102","sqft","Sold 07/09/2021","https://www.zillow.com/homedetails/6475-Camino-Del-Parque-Carlsbad-CA-92011/16652071_zpid/","https://photos.zillowstatic.com/fp/85c6c5757353c804f1de7c630616dfce-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""828 Caminito Del Reposo, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,102""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""828 Caminito Del Reposo"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.115437,""longitude"":-117.31545},""url"":""https://www.zillow.com/homedetails/828-Caminito-Del-Reposo-Carlsbad-CA-92011/16651970_zpid/""}","https://www.zillow.com/homedetails/828-Caminito-Del-Reposo-Carlsbad-CA-92011/16651970_zpid/","828 Caminito Del Reposo, Carlsbad, CA 92011","RE/MAX CONNECTIONS","$765,000","- Sold","2","bds","2","ba","1,102","sqft","Sold 09/09/2022","https://www.zillow.com/homedetails/828-Caminito-Del-Reposo-Carlsbad-CA-92011/16651970_zpid/","https://photos.zillowstatic.com/fp/8bc932e54ccd52de933796d7166b7754-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7156 Lantana Ter, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,180""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7156 Lantana Ter"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.10007,""longitude"":-117.305336},""url"":""https://www.zillow.com/homedetails/7156-Lantana-Ter-Carlsbad-CA-92011/16653379_zpid/""}","https://www.zillow.com/homedetails/7156-Lantana-Ter-Carlsbad-CA-92011/16653379_zpid/","7156 Lantana Ter, Carlsbad, CA 92011","REDFIN CORPORATION","$760,000","- Sold","2","bds","2","ba","1,180","sqft","Sold 11/12/2020","https://www.zillow.com/homedetails/7156-Lantana-Ter-Carlsbad-CA-92011/16653379_zpid/","https://photos.zillowstatic.com/fp/4f6fe31193fb161872901ad2cc2b5ee9-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7020 Goldenrod Way, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,421""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7020 Goldenrod Way"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.101734,""longitude"":-117.269226},""url"":""https://www.zillow.com/homedetails/7020-Goldenrod-Way-Carlsbad-CA-92011/16657131_zpid/""}","https://www.zillow.com/homedetails/7020-Goldenrod-Way-Carlsbad-CA-92011/16657131_zpid/","7020 Goldenrod Way, Carlsbad, CA 92011","WINDERMERE HOMES & ESTATES","$760,000","- Sold","2","bds","3","ba","1,421","sqft","Sold 12/01/2021","https://www.zillow.com/homedetails/7020-Goldenrod-Way-Carlsbad-CA-92011/16657131_zpid/","https://photos.zillowstatic.com/fp/525e02578b67d78547427e669c0d8626-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6856 Seaspray Ln, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,089""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6856 Seaspray Ln"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.108147,""longitude"":-117.311165},""url"":""https://www.zillow.com/homedetails/6856-Seaspray-Ln-Carlsbad-CA-92011/16653783_zpid/""}","https://www.zillow.com/homedetails/6856-Seaspray-Ln-Carlsbad-CA-92011/16653783_zpid/","6856 Seaspray Ln, Carlsbad, CA 92011","KELLER WILLIAMS REALTY","$759,000","- Sold","2","bds","2","ba","1,089","sqft","Sold 02/12/2021","https://www.zillow.com/homedetails/6856-Seaspray-Ln-Carlsbad-CA-92011/16653783_zpid/","https://photos.zillowstatic.com/fp/79ad27f0f8a59fe3b8f7cc660cf67e1d-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6852 Alderwood Dr, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""999""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6852 Alderwood Dr"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.10818,""longitude"":-117.304184},""url"":""https://www.zillow.com/homedetails/6852-Alderwood-Dr-Carlsbad-CA-92011/16654030_zpid/""}","https://www.zillow.com/homedetails/6852-Alderwood-Dr-Carlsbad-CA-92011/16654030_zpid/","6852 Alderwood Dr, Carlsbad, CA 92011","CASA PACIFIC REALTY","$757,500","- Sold","2","bds","2","ba","999","sqft","Sold 06/30/2021","https://www.zillow.com/homedetails/6852-Alderwood-Dr-Carlsbad-CA-92011/16654030_zpid/","https://photos.zillowstatic.com/fp/fe0dbeebd2eb5cb0c13a48f6570e62b1-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""818 Caminito Del Mar, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,102""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""818 Caminito Del Mar"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.114525,""longitude"":-117.31569},""url"":""https://www.zillow.com/homedetails/818-Caminito-Del-Mar-Carlsbad-CA-92011/52506769_zpid/""}","https://www.zillow.com/homedetails/818-Caminito-Del-Mar-Carlsbad-CA-92011/52506769_zpid/","818 Caminito Del Mar, Carlsbad, CA 92011","COMPASS","$755,000","- Sold","2","bds","2","ba","1,102","sqft","Sold 09/07/2022","https://www.zillow.com/homedetails/818-Caminito-Del-Mar-Carlsbad-CA-92011/52506769_zpid/","https://photos.zillowstatic.com/fp/faff9cc5706d8a8efaad610c5319e63d-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1625 Baccharis Ave, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,481""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1625 Baccharis Ave"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.10039,""longitude"":-117.278786},""url"":""https://www.zillow.com/homedetails/1625-Baccharis-Ave-Carlsbad-CA-92011/16658501_zpid/""}","https://www.zillow.com/homedetails/1625-Baccharis-Ave-Carlsbad-CA-92011/16658501_zpid/","1625 Baccharis Ave, Carlsbad, CA 92011","COMPASS","$754,000","- Sold","2","bds","3","ba","1,481","sqft","Sold 12/10/2020","https://www.zillow.com/homedetails/1625-Baccharis-Ave-Carlsbad-CA-92011/16658501_zpid/","https://photos.zillowstatic.com/fp/371bf60bb427ae068a91b896971298e7-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""901 Caminito Estrada Unit C, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,180""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""901 Caminito Estrada UNIT C"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.11333,""longitude"":-117.311935},""url"":""https://www.zillow.com/homedetails/901-Caminito-Estrada-UNIT-C-Carlsbad-CA-92011/16652354_zpid/""}","https://www.zillow.com/homedetails/901-Caminito-Estrada-UNIT-C-Carlsbad-CA-92011/16652354_zpid/","901 Caminito Estrada UNIT C, Carlsbad, CA 92011","COMPASS","$745,000","- Sold","2","bds","2","ba","1,180","sqft","Sold 09/08/2021","https://www.zillow.com/homedetails/901-Caminito-Estrada-UNIT-C-Carlsbad-CA-92011/16652354_zpid/","https://photos.zillowstatic.com/fp/20ddd5079653cd9895955a2c3924216c-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6377 Alexandri Cir, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,316""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6377 Alexandri Cir"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.113327,""longitude"":-117.279396},""url"":""https://www.zillow.com/homedetails/6377-Alexandri-Cir-Carlsbad-CA-92011/54654295_zpid/""}","https://www.zillow.com/homedetails/6377-Alexandri-Cir-Carlsbad-CA-92011/54654295_zpid/","6377 Alexandri Cir, Carlsbad, CA 92011","REDFIN CORPORATION","$745,000","- Sold","2","bds","2","ba","1,316","sqft","Sold 10/12/2021","https://www.zillow.com/homedetails/6377-Alexandri-Cir-Carlsbad-CA-92011/54654295_zpid/","https://photos.zillowstatic.com/fp/021a1aab729f162b9d9c0097876d8533-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6410 Camino Del Parque, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""851""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6410 Camino Del Parque"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.11584,""longitude"":-117.31524},""url"":""https://www.zillow.com/homedetails/6410-Camino-Del-Parque-Carlsbad-CA-92011/16651975_zpid/""}","https://www.zillow.com/homedetails/6410-Camino-Del-Parque-Carlsbad-CA-92011/16651975_zpid/","6410 Camino Del Parque, Carlsbad, CA 92011","COMPASS","$740,000","- Sold","2","bds","1","ba","851","sqft","Sold 06/24/2021","https://www.zillow.com/homedetails/6410-Camino-Del-Parque-Carlsbad-CA-92011/16651975_zpid/","https://photos.zillowstatic.com/fp/2a1ee744329924bdb2f57537684d64cb-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6987 Carnation Dr, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,306""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6987 Carnation Dr"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.105793,""longitude"":-117.306595},""url"":""https://www.zillow.com/homedetails/6987-Carnation-Dr-Carlsbad-CA-92011/16652420_zpid/""}","https://www.zillow.com/homedetails/6987-Carnation-Dr-Carlsbad-CA-92011/16652420_zpid/","6987 Carnation Dr, Carlsbad, CA 92011","BERKSHIRE HATHAWAY HOMESERVICE","$740,000","- Sold","2","bds","2","ba","1,306","sqft","Sold 12/03/2021","https://www.zillow.com/homedetails/6987-Carnation-Dr-Carlsbad-CA-92011/16652420_zpid/","https://photos.zillowstatic.com/fp/b0b1eec53b039b95db6858d6c9821208-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6814 Adolphia Dr, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,481""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6814 Adolphia Dr"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.101658,""longitude"":-117.2797},""url"":""https://www.zillow.com/homedetails/6814-Adolphia-Dr-Carlsbad-CA-92011/16658518_zpid/""}","https://www.zillow.com/homedetails/6814-Adolphia-Dr-Carlsbad-CA-92011/16658518_zpid/","6814 Adolphia Dr, Carlsbad, CA 92011","SHAFRAN REALTY GROUP","$740,000","- Sold","2","bds","3","ba","1,481","sqft","Sold 09/27/2021","https://www.zillow.com/homedetails/6814-Adolphia-Dr-Carlsbad-CA-92011/16658518_zpid/","https://photos.zillowstatic.com/fp/fd9e01c9faef7c7d0f4d3f6030f243d4-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6869 Carnation Dr, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,342""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6869 Carnation Dr"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.10762,""longitude"":-117.307724},""url"":""https://www.zillow.com/homedetails/6869-Carnation-Dr-Carlsbad-CA-92011/16652581_zpid/""}","https://www.zillow.com/homedetails/6869-Carnation-Dr-Carlsbad-CA-92011/16652581_zpid/","6869 Carnation Dr, Carlsbad, CA 92011","KELLER WILLIAMS REALTY","$735,000","- Sold","2","bds","2","ba","1,342","sqft","Sold 04/26/2021","https://www.zillow.com/homedetails/6869-Carnation-Dr-Carlsbad-CA-92011/16652581_zpid/","https://photos.zillowstatic.com/fp/c53441e02a645bb7ae730653657cfe38-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7105 Lantana Ter, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,180""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7105 Lantana Ter"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.102066,""longitude"":-117.30659},""url"":""https://www.zillow.com/homedetails/7105-Lantana-Ter-Carlsbad-CA-92011/16653334_zpid/""}","https://www.zillow.com/homedetails/7105-Lantana-Ter-Carlsbad-CA-92011/16653334_zpid/","7105 Lantana Ter, Carlsbad, CA 92011","PACIFIC SOTHEBY'S INT'L REALTY","$730,000","- Sold","2","bds","2","ba","1,180","sqft","Sold 12/11/2020","https://www.zillow.com/homedetails/7105-Lantana-Ter-Carlsbad-CA-92011/16653334_zpid/","https://photos.zillowstatic.com/fp/e47eeebe97766b485fc3110a05fdefaa-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""901 Caminito Madrigal Unit B, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,180""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""901 Caminito Madrigal UNIT B"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.11442,""longitude"":-117.31208},""url"":""https://www.zillow.com/homedetails/901-Caminito-Madrigal-UNIT-B-Carlsbad-CA-92011/16652327_zpid/""}","https://www.zillow.com/homedetails/901-Caminito-Madrigal-UNIT-B-Carlsbad-CA-92011/16652327_zpid/","901 Caminito Madrigal UNIT B, Carlsbad, CA 92011","REDFIN CORPORATION","$725,000","- Sold","2","bds","3","ba","1,180","sqft","Sold 03/08/2021","https://www.zillow.com/homedetails/901-Caminito-Madrigal-UNIT-B-Carlsbad-CA-92011/16652327_zpid/","https://photos.zillowstatic.com/fp/fec52ed62259ffdddd15701aedd85918-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6757 Russelia Ct, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,201""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6757 Russelia Ct"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.110565,""longitude"":-117.311356},""url"":""https://www.zillow.com/homedetails/6757-Russelia-Ct-Carlsbad-CA-92011/16652824_zpid/""}","https://www.zillow.com/homedetails/6757-Russelia-Ct-Carlsbad-CA-92011/16652824_zpid/","6757 Russelia Ct, Carlsbad, CA 92011","THE LUND TEAM, INC","$725,000","- Sold","2","bds","2","ba","1,201","sqft","Sold 08/24/2020","https://www.zillow.com/homedetails/6757-Russelia-Ct-Carlsbad-CA-92011/16652824_zpid/","https://photos.zillowstatic.com/fp/ae02af9e3b38b8164f4e48ae30c45bfb-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""922 Fuchsia Ln, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,323""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""922 Fuchsia Ln"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.111248,""longitude"":-117.30923},""url"":""https://www.zillow.com/homedetails/922-Fuchsia-Ln-Carlsbad-CA-92011/16652870_zpid/""}","https://www.zillow.com/homedetails/922-Fuchsia-Ln-Carlsbad-CA-92011/16652870_zpid/","922 Fuchsia Ln, Carlsbad, CA 92011","EXP REALTY OF CALIFORNIA, INC.","$725,000","- Sold","2","bds","3","ba","1,323","sqft","Sold 09/13/2021","https://www.zillow.com/homedetails/922-Fuchsia-Ln-Carlsbad-CA-92011/16652870_zpid/","https://photos.zillowstatic.com/fp/e241e0e1652742b2a3902b4960900ceb-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6861 Briarwood Dr, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""999""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6861 Briarwood Dr"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.108257,""longitude"":-117.30146},""url"":""https://www.zillow.com/homedetails/6861-Briarwood-Dr-Carlsbad-CA-92011/16654216_zpid/""}","https://www.zillow.com/homedetails/6861-Briarwood-Dr-Carlsbad-CA-92011/16654216_zpid/","6861 Briarwood Dr, Carlsbad, CA 92011","COASTAL ESTATES PROPERTY MGMT","$725,000","- Sold","2","bds","2","ba","999","sqft","Sold 07/12/2021","https://www.zillow.com/homedetails/6861-Briarwood-Dr-Carlsbad-CA-92011/16654216_zpid/","https://photos.zillowstatic.com/fp/4bfc9d39130c6067dadbf5e516ffbbb8-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7015 Goldenrod Way, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,421""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7015 Goldenrod Way"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.101734,""longitude"":-117.269226},""url"":""https://www.zillow.com/homedetails/7015-Goldenrod-Way-Carlsbad-CA-92011/16657161_zpid/""}","https://www.zillow.com/homedetails/7015-Goldenrod-Way-Carlsbad-CA-92011/16657161_zpid/","7015 Goldenrod Way, Carlsbad, CA 92011","BERKSHIRE HATHAWAY HOMESERVICE","$725,000","- Sold","2","bds","3","ba","1,421","sqft","Sold 11/12/2021","https://www.zillow.com/homedetails/7015-Goldenrod-Way-Carlsbad-CA-92011/16657161_zpid/","https://photos.zillowstatic.com/fp/4ee3f7b170b8ce338c108f43ac9b90eb-p_e.jpg","Save this home"
