"ListItem-c11n-8-82-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 2","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 3","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 2","price","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-82-3__sc-6gojrl-0","property-card-link href","Image-c11n-8-82-3__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-82-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""618 E Division St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,118""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""618 E Division St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.684307,""longitude"":-117.1029},""url"":""https://www.zillow.com/homedetails/618-E-Division-St-National-City-CA-91950/17096057_zpid/""}","https://www.zillow.com/homedetails/618-E-Division-St-National-City-CA-91950/17096057_zpid/","618 E Division St, National City, CA 91950","","$650,000","- Sold","3","bds","2","ba","1,118","sqft","Sold 09/23/2021","https://www.zillow.com/homedetails/618-E-Division-St-National-City-CA-91950/17096057_zpid/","https://photos.zillowstatic.com/fp/4d5bbd1fbdb25252ede9ffd62fe35494-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1114 E Division St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""840""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1114 E Division St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.68566,""longitude"":-117.09799},""url"":""https://www.zillow.com/homedetails/1114-E-Division-St-National-City-CA-91950/17096156_zpid/""}","https://www.zillow.com/homedetails/1114-E-Division-St-National-City-CA-91950/17096156_zpid/","1114 E Division St, National City, CA 91950","COLDWELL BANKER WEST","$650,000","- Sold","3","bds","1","ba","840","sqft","Sold 05/18/2022","https://www.zillow.com/homedetails/1114-E-Division-St-National-City-CA-91950/17096156_zpid/","https://photos.zillowstatic.com/fp/5377922c39bee2bf6bf5e5ab0e8716cc-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""504-8 J Ave, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,668""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""504-8 J Ave"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.681046,""longitude"":-117.09791},""url"":""https://www.zillow.com/homedetails/504-8-J-Ave-National-City-CA-91950/17096568_zpid/""}","https://www.zillow.com/homedetails/504-8-J-Ave-National-City-CA-91950/17096568_zpid/","504-8 J Ave, National City, CA 91950","","$650,000","- Sold","3","bds","2","ba","1,668","sqft","Sold 11/16/2021","https://www.zillow.com/homedetails/504-8-J-Ave-National-City-CA-91950/17096568_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.68104553222656,-117.09790802001953&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=gO2awtISg9716Iz_vmDjvoV4MBY=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1928 E 4th St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,276""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1928 E 4th St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.684586,""longitude"":-117.088326},""url"":""https://www.zillow.com/homedetails/1928-E-4th-St-National-City-CA-91950/17097059_zpid/""}","https://www.zillow.com/homedetails/1928-E-4th-St-National-City-CA-91950/17097059_zpid/","1928 E 4th St, National City, CA 91950","","$650,000","- Sold","3","bds","2","ba","1,276","sqft","Sold 07/27/2022","https://www.zillow.com/homedetails/1928-E-4th-St-National-City-CA-91950/17097059_zpid/","https://photos.zillowstatic.com/fp/56fe65603fd1ce01e35f5afb1d2d3475-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2723 E 14th St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,616""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2723 E 14th St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.678764,""longitude"":-117.07659},""url"":""https://www.zillow.com/homedetails/2723-E-14th-St-National-City-CA-91950/17097995_zpid/""}","https://www.zillow.com/homedetails/2723-E-14th-St-National-City-CA-91950/17097995_zpid/","2723 E 14th St, National City, CA 91950","BIG BLOCK REALTY, INC.","$650,000","- Sold","3","bds","1","ba","1,616","sqft","Sold 12/13/2022","https://www.zillow.com/homedetails/2723-E-14th-St-National-City-CA-91950/17097995_zpid/","https://photos.zillowstatic.com/fp/ab3e299095e8147989d936372850919b-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2734 E 15th St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,712""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2734 E 15th St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.677433,""longitude"":-117.07637},""url"":""https://www.zillow.com/homedetails/2734-E-15th-St-National-City-CA-91950/17098023_zpid/""}","https://www.zillow.com/homedetails/2734-E-15th-St-National-City-CA-91950/17098023_zpid/","2734 E 15th St, National City, CA 91950","CENTURY 21 AWARD","$650,000","- Sold","3","bds","2","ba","1,712","sqft","Sold 10/18/2021","https://www.zillow.com/homedetails/2734-E-15th-St-National-City-CA-91950/17098023_zpid/","https://photos.zillowstatic.com/fp/08db3acc9e04555b48d83399c43f4b60-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2303 Wisteria Way, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,630""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2303 Wisteria Way"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.69054,""longitude"":-117.08434},""url"":""https://www.zillow.com/homedetails/2303-Wisteria-Way-National-City-CA-91950/71008148_zpid/""}","https://www.zillow.com/homedetails/2303-Wisteria-Way-National-City-CA-91950/71008148_zpid/","2303 Wisteria Way, National City, CA 91950","COLDWELL BANKER REALTY","$650,000","- Sold","3","bds","3","ba","1,630","sqft","Sold 11/22/2021","https://www.zillow.com/homedetails/2303-Wisteria-Way-National-City-CA-91950/71008148_zpid/","https://photos.zillowstatic.com/fp/a3d12037e32390e1fea7e70e7de7500c-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1928-1928 E 4th St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,276""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1928-1928 E 4th St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/1928-1928-E-4th-St-National-City-CA-91950/2062495325_zpid/""}","https://www.zillow.com/homedetails/1928-1928-E-4th-St-National-City-CA-91950/2062495325_zpid/","1928-1928 E 4th St, National City, CA 91950","TEAM METRO","$650,000","- Sold","3","bds","2","ba","1,276","sqft","Sold 07/27/2022","https://www.zillow.com/homedetails/1928-1928-E-4th-St-National-City-CA-91950/2062495325_zpid/","https://photos.zillowstatic.com/fp/187e08f988c1206824ca83371f2b59c2-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""618 E Division St E, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,118""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""618 E Division St E"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/618-E-Division-St-E-National-City-CA-91950/2067243626_zpid/""}","https://www.zillow.com/homedetails/618-E-Division-St-E-National-City-CA-91950/2067243626_zpid/","618 E Division St E, National City, CA 91950","ACROPOLIS ENTERPRISE","$650,000","- Sold","3","bds","2","ba","1,118","sqft","Sold 09/16/2021","https://www.zillow.com/homedetails/618-E-Division-St-E-National-City-CA-91950/2067243626_zpid/","https://photos.zillowstatic.com/fp/958beb301ec4198b61648f1b2eb43c1c-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""303 S Kenton Ave S, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,039""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""303 S Kenton Ave S"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/303-S-Kenton-Ave-S-National-City-CA-91950/2067248801_zpid/""}","https://www.zillow.com/homedetails/303-S-Kenton-Ave-S-National-City-CA-91950/2067248801_zpid/","303 S Kenton Ave S, National City, CA 91950","REALTY SOURCE, INC.","$650,000","- Sold","3","bds","2","ba","1,039","sqft","Sold 08/05/2021","https://www.zillow.com/homedetails/303-S-Kenton-Ave-S-National-City-CA-91950/2067248801_zpid/","https://photos.zillowstatic.com/fp/3ee28502dcccae96dba9f7528d5932e1-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""708 Paradise Way, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,452""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""708 Paradise Way"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.685192,""longitude"":-117.07708},""url"":""https://www.zillow.com/homedetails/708-Paradise-Way-National-City-CA-91950/72149739_zpid/""}","https://www.zillow.com/homedetails/708-Paradise-Way-National-City-CA-91950/72149739_zpid/","708 Paradise Way, National City, CA 91950","BIG BLOCK REALTY, INC","$645,000","- Sold","3","bds","4","ba","1,452","sqft","Sold 06/06/2022","https://www.zillow.com/homedetails/708-Paradise-Way-National-City-CA-91950/72149739_zpid/","https://photos.zillowstatic.com/fp/92f820c755ffe889472ef1f7dc877205-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2907 E 11th St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,026""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2907 E 11th St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.682056,""longitude"":-117.07628},""url"":""https://www.zillow.com/homedetails/2907-E-11th-St-National-City-CA-91950/17097814_zpid/""}","https://www.zillow.com/homedetails/2907-E-11th-St-National-City-CA-91950/17097814_zpid/","2907 E 11th St, National City, CA 91950","KELLER WILLIAMS SD METRO","$641,000","- Sold","3","bds","2","ba","1,026","sqft","Sold 09/21/2021","https://www.zillow.com/homedetails/2907-E-11th-St-National-City-CA-91950/17097814_zpid/","https://photos.zillowstatic.com/fp/4de1e612f4995564ab6d26885e00a2d0-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2328 E Division St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,515""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2328 E Division St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.689205,""longitude"":-117.08547},""url"":""https://www.zillow.com/homedetails/2328-E-Division-St-National-City-CA-91950/17095639_zpid/""}","https://www.zillow.com/homedetails/2328-E-Division-St-National-City-CA-91950/17095639_zpid/","2328 E Division St, National City, CA 91950","OHANA TEAM REALTY","$640,000","- Sold","3","bds","3","ba","1,515","sqft","Sold 09/22/2021","https://www.zillow.com/homedetails/2328-E-Division-St-National-City-CA-91950/17095639_zpid/","https://photos.zillowstatic.com/fp/5eb222c12b14bbde78ea07b6c980c12d-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2608 E 14th St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,350""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2608 E 14th St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.677773,""longitude"":-117.0778},""url"":""https://www.zillow.com/homedetails/2608-E-14th-St-National-City-CA-91950/17098002_zpid/""}","https://www.zillow.com/homedetails/2608-E-14th-St-National-City-CA-91950/17098002_zpid/","2608 E 14th St, National City, CA 91950","CORCORAN GLOBAL LIVING","$640,000","- Sold","3","bds","2","ba","1,350","sqft","Sold 12/06/2021","https://www.zillow.com/homedetails/2608-E-14th-St-National-City-CA-91950/17098002_zpid/","https://photos.zillowstatic.com/fp/24642b0d47d02b24be7c69fd5510b875-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2134 O Ave, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,400""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2134 O Ave"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.668407,""longitude"":-117.08722},""url"":""https://www.zillow.com/homedetails/2134-O-Ave-National-City-CA-91950/17099682_zpid/""}","https://www.zillow.com/homedetails/2134-O-Ave-National-City-CA-91950/17099682_zpid/","2134 O Ave, National City, CA 91950","NAUTILUS REAL ESTATE","$640,000","- Sold","3","bds","2","ba","1,400","sqft","Sold 10/24/2022","https://www.zillow.com/homedetails/2134-O-Ave-National-City-CA-91950/17099682_zpid/","https://photos.zillowstatic.com/fp/59bf5e450b83f15c5f532bf8a244b132-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2416 J Ave, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,060""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2416 J Ave"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.664448,""longitude"":-117.091446},""url"":""https://www.zillow.com/homedetails/2416-J-Ave-National-City-CA-91950/17100157_zpid/""}","https://www.zillow.com/homedetails/2416-J-Ave-National-City-CA-91950/17100157_zpid/","2416 J Ave, National City, CA 91950","AARCE REALTY","$640,000","- Sold","3","bds","1","ba","1,060","sqft","Sold 08/23/2022","https://www.zillow.com/homedetails/2416-J-Ave-National-City-CA-91950/17100157_zpid/","https://photos.zillowstatic.com/fp/0d90c7356d6927b55ab8a93cb70bd96c-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2563 Grove St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,173""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2563 Grove St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.66541,""longitude"":-117.08059},""url"":""https://www.zillow.com/homedetails/2563-Grove-St-National-City-CA-91950/17100294_zpid/""}","https://www.zillow.com/homedetails/2563-Grove-St-National-City-CA-91950/17100294_zpid/","2563 Grove St, National City, CA 91950","4R REAL ESTATE INVESTMENTS","$640,000","- Sold","3","bds","2","ba","1,173","sqft","Sold 09/22/2021","https://www.zillow.com/homedetails/2563-Grove-St-National-City-CA-91950/17100294_zpid/","https://photos.zillowstatic.com/fp/64a96ed2de5574173dbabd764e829028-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4102 Arroyo Way, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,630""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4102 Arroyo Way"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.657642,""longitude"":-117.05886},""url"":""https://www.zillow.com/homedetails/4102-Arroyo-Way-National-City-CA-91950/63660396_zpid/""}","https://www.zillow.com/homedetails/4102-Arroyo-Way-National-City-CA-91950/63660396_zpid/","4102 Arroyo Way, National City, CA 91950","COLDWELL BANKER WEST","$640,000","- Sold","3","bds","3","ba","1,630","sqft","Sold 08/23/2021","https://www.zillow.com/homedetails/4102-Arroyo-Way-National-City-CA-91950/63660396_zpid/","https://photos.zillowstatic.com/fp/806fdde1e1acfaa58f3578dfc8f6ab23-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""720 Mariposa Cir, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,425""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""720 Mariposa Cir"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.68159,""longitude"":-117.08813},""url"":""https://www.zillow.com/homedetails/720-Mariposa-Cir-National-City-CA-91950/65239918_zpid/""}","https://www.zillow.com/homedetails/720-Mariposa-Cir-National-City-CA-91950/65239918_zpid/","720 Mariposa Cir, National City, CA 91950","EXP REALTY OF CALIFORNIA, INC.","$640,000","- Sold","3","bds","3","ba","1,425","sqft","Sold 04/25/2022","https://www.zillow.com/homedetails/720-Mariposa-Cir-National-City-CA-91950/65239918_zpid/","https://photos.zillowstatic.com/fp/6d903876e7958654b099481e9353779f-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1420 E 5th St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,132""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1420 E 5th St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.68234,""longitude"":-117.09285},""url"":""https://www.zillow.com/homedetails/1420-E-5th-St-National-City-CA-91950/17096999_zpid/""}","https://www.zillow.com/homedetails/1420-E-5th-St-National-City-CA-91950/17096999_zpid/","1420 E 5th St, National City, CA 91950","PRO TEAM REALTY","$637,000","- Sold","3","bds","1","ba","1,132","sqft","Sold 08/17/2022","https://www.zillow.com/homedetails/1420-E-5th-St-National-City-CA-91950/17096999_zpid/","https://photos.zillowstatic.com/fp/1c1985141d36d8a2a8704933f100b01c-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1530 E 5th St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""912""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1530 E 5th St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.68273,""longitude"":-117.09171},""url"":""https://www.zillow.com/homedetails/1530-E-5th-St-National-City-CA-91950/17097005_zpid/""}","https://www.zillow.com/homedetails/1530-E-5th-St-National-City-CA-91950/17097005_zpid/","1530 E 5th St, National City, CA 91950","REALI","$635,000","- Sold","3","bds","2","ba","912","sqft","Sold 05/06/2022","https://www.zillow.com/homedetails/1530-E-5th-St-National-City-CA-91950/17097005_zpid/","https://photos.zillowstatic.com/fp/db21446b87bbbbeee159bc296d0e2730-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2766 Lincoln Ct, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,306""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2766 Lincoln Ct"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.664143,""longitude"":-117.08397},""url"":""https://www.zillow.com/homedetails/2766-Lincoln-Ct-National-City-CA-91950/17100281_zpid/""}","https://www.zillow.com/homedetails/2766-Lincoln-Ct-National-City-CA-91950/17100281_zpid/","2766 Lincoln Ct, National City, CA 91950","CA-RES","$635,000","- Sold","3","bds","2","ba","1,306","sqft","Sold 07/13/2021","https://www.zillow.com/homedetails/2766-Lincoln-Ct-National-City-CA-91950/17100281_zpid/","https://photos.zillowstatic.com/fp/98d356d4ad33e297813d006e27e35f17-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1724 Hoover Ave, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1724 Hoover Ave"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.667,""longitude"":-117.10609},""url"":""https://www.zillow.com/homedetails/1724-Hoover-Ave-National-City-CA-91950/2068601073_zpid/""}","https://www.zillow.com/homedetails/1724-Hoover-Ave-National-City-CA-91950/2068601073_zpid/","1724 Hoover Ave, National City, CA 91950","COMPASS","$635,000","- Sold","3","bds","2","ba","--","sqft","Sold 02/04/2021","https://www.zillow.com/homedetails/1724-Hoover-Ave-National-City-CA-91950/2068601073_zpid/","https://photos.zillowstatic.com/fp/42e10b390695d9d7dd377c10f22e6720-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1724-26 Hoover Ave, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1724-26 Hoover Ave"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/1724-26-Hoover-Ave-National-City-CA-91950/2076903076_zpid/""}","https://www.zillow.com/homedetails/1724-26-Hoover-Ave-National-City-CA-91950/2076903076_zpid/","1724-26 Hoover Ave, National City, CA 91950","","$635,000","- Sold","3","bds","2","ba","--","sqft","Sold 02/04/2021","https://www.zillow.com/homedetails/1724-26-Hoover-Ave-National-City-CA-91950/2076903076_zpid/","https://photos.zillowstatic.com/fp/dc0252a2ebd12a89122b273c7deb9483-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1405 Palm Ave, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,002""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1405 Palm Ave"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.675175,""longitude"":-117.08819},""url"":""https://www.zillow.com/homedetails/1405-Palm-Ave-National-City-CA-91950/17097665_zpid/""}","https://www.zillow.com/homedetails/1405-Palm-Ave-National-City-CA-91950/17097665_zpid/","1405 Palm Ave, National City, CA 91950","EDGAR GARCIA, BROKER","$633,000","- Sold","3","bds","2","ba","1,002","sqft","Sold 07/06/2021","https://www.zillow.com/homedetails/1405-Palm-Ave-National-City-CA-91950/17097665_zpid/","https://photos.zillowstatic.com/fp/4e95643420f39963ed27d964aef063c6-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1023 L Ave, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,425""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1023 L Ave"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.67818,""longitude"":-117.093636},""url"":""https://www.zillow.com/homedetails/1023-L-Ave-National-City-CA-91950/67403944_zpid/""}","https://www.zillow.com/homedetails/1023-L-Ave-National-City-CA-91950/67403944_zpid/","1023 L Ave, National City, CA 91950","HOMEQUEST PROPERTIES","$633,000","- Sold","3","bds","3","ba","1,425","sqft","Sold 03/15/2022","https://www.zillow.com/homedetails/1023-L-Ave-National-City-CA-91950/67403944_zpid/","https://photos.zillowstatic.com/fp/fa521902669a331e08ad58ca4937a620-p_e.jpg","Save this home"
