"ListItem-c11n-8-85-1__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-85-1__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-85-1__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-85-1__sc-yipmu-0 2","price","StyledPropertyCardDataArea-c11n-8-85-1__sc-yipmu-0 4","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-85-1__sc-6gojrl-0","property-card-link href","Image-c11n-8-85-1__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-85-1__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7203 Lantana Ter, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,728""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7203 Lantana Ter"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.09981,""longitude"":-117.305756},""url"":""https://www.zillow.com/homedetails/7203-Lantana-Ter-Carlsbad-CA-92011/16653394_zpid/""}","https://www.zillow.com/homedetails/7203-Lantana-Ter-Carlsbad-CA-92011/16653394_zpid/","7203 Lantana Ter, Carlsbad, CA 92011","PACIFIC SOTHEBY'S INT'L REALTY","$1.25M","- Sold","3","bds","3","ba","1,728","sqft","Sold 07/19/2021","https://www.zillow.com/homedetails/7203-Lantana-Ter-Carlsbad-CA-92011/16653394_zpid/","https://photos.zillowstatic.com/fp/1f4692151f09b928e569452a3210ac4e-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7234 Mimosa Dr, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,512""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7234 Mimosa Dr"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.09762,""longitude"":-117.2725},""url"":""https://www.zillow.com/homedetails/7234-Mimosa-Dr-Carlsbad-CA-92011/16657217_zpid/""}","https://www.zillow.com/homedetails/7234-Mimosa-Dr-Carlsbad-CA-92011/16657217_zpid/","7234 Mimosa Dr, Carlsbad, CA 92011","FIRST TEAM REAL ESTATE","$1.25M","- Sold","3","bds","2","ba","1,512","sqft","Sold 09/13/2022","https://www.zillow.com/homedetails/7234-Mimosa-Dr-Carlsbad-CA-92011/16657217_zpid/","https://photos.zillowstatic.com/fp/1ee2fe70ce6fd2435dc0f386b93c0110-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7134 Pintail Dr, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,947""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7134 Pintail Dr"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.099056,""longitude"":-117.27686},""url"":""https://www.zillow.com/homedetails/7134-Pintail-Dr-Carlsbad-CA-92011/16658923_zpid/""}","https://www.zillow.com/homedetails/7134-Pintail-Dr-Carlsbad-CA-92011/16658923_zpid/","7134 Pintail Dr, Carlsbad, CA 92011","OPENDOOR BROKERAGE INC.","$1.25M","- Sold","3","bds","2","ba","1,947","sqft","Sold 04/12/2022","https://www.zillow.com/homedetails/7134-Pintail-Dr-Carlsbad-CA-92011/16658923_zpid/","https://photos.zillowstatic.com/fp/e8ce683015a878972d07633ad4bb2c61-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7346 Portage Way, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,869""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7346 Portage Way"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.095768,""longitude"":-117.31194},""url"":""https://www.zillow.com/homedetails/7346-Portage-Way-Carlsbad-CA-92011/16662063_zpid/""}","https://www.zillow.com/homedetails/7346-Portage-Way-Carlsbad-CA-92011/16662063_zpid/","7346 Portage Way, Carlsbad, CA 92011","PREMIA REALTY GROUP, INC.","$1.25M","- Sold","3","bds","3","ba","1,869","sqft","Sold 08/12/2021","https://www.zillow.com/homedetails/7346-Portage-Way-Carlsbad-CA-92011/16662063_zpid/","https://photos.zillowstatic.com/fp/5fafbbcccea82f209a5d1f3d9cc225c9-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6622 Sitio Sago, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,600""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6622 Sitio Sago"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.110725,""longitude"":-117.28893},""url"":""https://www.zillow.com/homedetails/6622-Sitio-Sago-Carlsbad-CA-92011/54903008_zpid/""}","https://www.zillow.com/homedetails/6622-Sitio-Sago-Carlsbad-CA-92011/54903008_zpid/","6622 Sitio Sago, Carlsbad, CA 92011","COLDWELL BANKER REALTY","$1.25M","- Sold","3","bds","2","ba","2,600","sqft","Sold 09/20/2021","https://www.zillow.com/homedetails/6622-Sitio-Sago-Carlsbad-CA-92011/54903008_zpid/","https://photos.zillowstatic.com/fp/c63eb4e3c7beddb6516d8e52cfc1aad7-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7325 Lantana Ter, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,681""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7325 Lantana Ter"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.09744,""longitude"":-117.30447},""url"":""https://www.zillow.com/homedetails/7325-Lantana-Ter-Carlsbad-CA-92011/16653526_zpid/""}","https://www.zillow.com/homedetails/7325-Lantana-Ter-Carlsbad-CA-92011/16653526_zpid/","7325 Lantana Ter, Carlsbad, CA 92011","COLDWELL BANKER REALTY","$1.25M","- Sold","3","bds","3","ba","1,681","sqft","Sold 09/13/2022","https://www.zillow.com/homedetails/7325-Lantana-Ter-Carlsbad-CA-92011/16653526_zpid/","https://photos.zillowstatic.com/fp/f36efafd546ef7c6af65a4fb63e61eb7-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7485 Seashell Ct, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,225""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7485 Seashell Ct"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.09352,""longitude"":-117.30603},""url"":""https://www.zillow.com/homedetails/7485-Seashell-Ct-Carlsbad-CA-92011/54583505_zpid/""}","https://www.zillow.com/homedetails/7485-Seashell-Ct-Carlsbad-CA-92011/54583505_zpid/","7485 Seashell Ct, Carlsbad, CA 92011","CALIFORNIA REALTY","$1.24M","- Sold","3","bds","3","ba","2,225","sqft","Sold 09/11/2020","https://www.zillow.com/homedetails/7485-Seashell-Ct-Carlsbad-CA-92011/54583505_zpid/","https://photos.zillowstatic.com/fp/5d02032f5f5b4caac71b5b6e9d710d5c-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6381 Alexandri Cir, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,166""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6381 Alexandri Cir"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.113327,""longitude"":-117.279396},""url"":""https://www.zillow.com/homedetails/6381-Alexandri-Cir-Carlsbad-CA-92011/54654297_zpid/""}","https://www.zillow.com/homedetails/6381-Alexandri-Cir-Carlsbad-CA-92011/54654297_zpid/","6381 Alexandri Cir, Carlsbad, CA 92011","TOP NOTCH REALTY, INC.","$1.24M","- Sold","3","bds","3","ba","2,166","sqft","Sold 05/02/2022","https://www.zillow.com/homedetails/6381-Alexandri-Cir-Carlsbad-CA-92011/54654297_zpid/","https://photos.zillowstatic.com/fp/c4db00759f057e04eaa7a9918a53dbb8-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6928 Thrush Pl, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,197""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6928 Thrush Pl"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.103676,""longitude"":-117.28405},""url"":""https://www.zillow.com/homedetails/6928-Thrush-Pl-Carlsbad-CA-92011/16658395_zpid/""}","https://www.zillow.com/homedetails/6928-Thrush-Pl-Carlsbad-CA-92011/16658395_zpid/","6928 Thrush Pl, Carlsbad, CA 92011","HOMESMART REALTY WEST","$1.23M","- Sold","3","bds","3","ba","2,197","sqft","Sold 05/12/2022","https://www.zillow.com/homedetails/6928-Thrush-Pl-Carlsbad-CA-92011/16658395_zpid/","https://photos.zillowstatic.com/fp/22078dfe5161a6ccebf7f93c94a10591-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7135 Surfbird Cir, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,104""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7135 Surfbird Cir"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.103226,""longitude"":-117.28613},""url"":""https://www.zillow.com/homedetails/7135-Surfbird-Cir-Carlsbad-CA-92011/16659150_zpid/""}","https://www.zillow.com/homedetails/7135-Surfbird-Cir-Carlsbad-CA-92011/16659150_zpid/","7135 Surfbird Cir, Carlsbad, CA 92011","RE/MAX CONNECTIONS","$1.23M","- Sold","3","bds","3","ba","2,104","sqft","Sold 08/11/2021","https://www.zillow.com/homedetails/7135-Surfbird-Cir-Carlsbad-CA-92011/16659150_zpid/","https://photos.zillowstatic.com/fp/5d39518b0dd7507971f58e59fe6476af-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1518 White Sage Way, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,548""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1518 White Sage Way"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.10983,""longitude"":-117.28912},""url"":""https://www.zillow.com/homedetails/1518-White-Sage-Way-Carlsbad-CA-92011/119938668_zpid/""}","https://www.zillow.com/homedetails/1518-White-Sage-Way-Carlsbad-CA-92011/119938668_zpid/","1518 White Sage Way, Carlsbad, CA 92011","BERKSHIRE HATHAWAY HOMESERVICE","$1.23M","- Sold","3","bds","3","ba","2,548","sqft","Sold 10/13/2021","https://www.zillow.com/homedetails/1518-White-Sage-Way-Carlsbad-CA-92011/119938668_zpid/","https://photos.zillowstatic.com/fp/c3ceba54dfa22f0e194ecfdb66d28277-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1385 Nightshade Rd, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,867""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1385 Nightshade Rd"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.110645,""longitude"":-117.29001},""url"":""https://www.zillow.com/homedetails/1385-Nightshade-Rd-Carlsbad-CA-92011/16658340_zpid/""}","https://www.zillow.com/homedetails/1385-Nightshade-Rd-Carlsbad-CA-92011/16658340_zpid/","1385 Nightshade Rd, Carlsbad, CA 92011","WINDERMERE HOMES & ESTATES","$1.22M","- Sold","3","bds","3","ba","2,867","sqft","Sold 03/25/2020","https://www.zillow.com/homedetails/1385-Nightshade-Rd-Carlsbad-CA-92011/16658340_zpid/","https://photos.zillowstatic.com/fp/3918fec442cca5eb007cda37776271fe-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7217 Manzanita St, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,559""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7217 Manzanita St"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.09631,""longitude"":-117.26932},""url"":""https://www.zillow.com/homedetails/7217-Manzanita-St-Carlsbad-CA-92011/16657373_zpid/""}","https://www.zillow.com/homedetails/7217-Manzanita-St-Carlsbad-CA-92011/16657373_zpid/","7217 Manzanita St, Carlsbad, CA 92011","ALLISON JAMES ESTATES & HOMES","$1.21M","- Sold","3","bds","2","ba","1,559","sqft","Sold 08/02/2021","https://www.zillow.com/homedetails/7217-Manzanita-St-Carlsbad-CA-92011/16657373_zpid/","https://photos.zillowstatic.com/fp/f457fe122c34e269cdb4669136347874-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6876 Shearwaters Dr, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,700""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6876 Shearwaters Dr"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.10749,""longitude"":-117.31018},""url"":""https://www.zillow.com/homedetails/6876-Shearwaters-Dr-Carlsbad-CA-92011/16653755_zpid/""}","https://www.zillow.com/homedetails/6876-Shearwaters-Dr-Carlsbad-CA-92011/16653755_zpid/","6876 Shearwaters Dr, Carlsbad, CA 92011","FIRST TEAM REAL ESTATE","$1.21M","- Sold","3","bds","3","ba","1,700","sqft","Sold 07/27/2021","https://www.zillow.com/homedetails/6876-Shearwaters-Dr-Carlsbad-CA-92011/16653755_zpid/","https://photos.zillowstatic.com/fp/41fa0cdc23c3887f7af1c87cb3cc0766-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7147 Surfbird Cir, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,238""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7147 Surfbird Cir"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.103226,""longitude"":-117.28613},""url"":""https://www.zillow.com/homedetails/7147-Surfbird-Cir-Carlsbad-CA-92011/16659153_zpid/""}","https://www.zillow.com/homedetails/7147-Surfbird-Cir-Carlsbad-CA-92011/16659153_zpid/","7147 Surfbird Cir, Carlsbad, CA 92011","HOMESMART REALTY WEST","$1.20M","- Sold","3","bds","3","ba","2,238","sqft","Sold 05/03/2021","https://www.zillow.com/homedetails/7147-Surfbird-Cir-Carlsbad-CA-92011/16659153_zpid/","https://photos.zillowstatic.com/fp/4b69bf6fc5164bce9c8518964d81fde0-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7495 Mermaid Ln, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,225""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7495 Mermaid Ln"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.0929,""longitude"":-117.30516},""url"":""https://www.zillow.com/homedetails/7495-Mermaid-Ln-Carlsbad-CA-92011/54654343_zpid/""}","https://www.zillow.com/homedetails/7495-Mermaid-Ln-Carlsbad-CA-92011/54654343_zpid/","7495 Mermaid Ln, Carlsbad, CA 92011","COLDWELL BANKER ALLIANCE","$1.20M","- Sold","3","bds","3","ba","2,225","sqft","Sold 06/22/2020","https://www.zillow.com/homedetails/7495-Mermaid-Ln-Carlsbad-CA-92011/54654343_zpid/","https://photos.zillowstatic.com/fp/3f795d8c0adbe2288d8252eeda0aeed9-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6338 Alexandri Cir, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,166""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6338 Alexandri Cir"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.112988,""longitude"":-117.27962},""url"":""https://www.zillow.com/homedetails/6338-Alexandri-Cir-Carlsbad-CA-92011/54654291_zpid/""}","https://www.zillow.com/homedetails/6338-Alexandri-Cir-Carlsbad-CA-92011/54654291_zpid/","6338 Alexandri Cir, Carlsbad, CA 92011","DEFINE REAL ESTATE","$1.20M","- Sold","3","bds","3","ba","2,166","sqft","Sold 08/29/2022","https://www.zillow.com/homedetails/6338-Alexandri-Cir-Carlsbad-CA-92011/54654291_zpid/","https://photos.zillowstatic.com/fp/a5cc57b295023ed4ee1f3a5ed27c3307-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1023 Daisy Ave, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,685""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1023 Daisy Ave"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.100018,""longitude"":-117.29783},""url"":""https://www.zillow.com/homedetails/1023-Daisy-Ave-Carlsbad-CA-92011/16652926_zpid/""}","https://www.zillow.com/homedetails/1023-Daisy-Ave-Carlsbad-CA-92011/16652926_zpid/","1023 Daisy Ave, Carlsbad, CA 92011","REAL INVESTMENTS","$1.20M","- Sold","3","bds","2","ba","1,685","sqft","Sold 02/08/2023","https://www.zillow.com/homedetails/1023-Daisy-Ave-Carlsbad-CA-92011/16652926_zpid/","https://photos.zillowstatic.com/fp/55118f47b1854ed47061dc6a7e77dce7-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7053 Leeward St, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,142""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7053 Leeward St"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.10088,""longitude"":-117.316055},""url"":""https://www.zillow.com/homedetails/7053-Leeward-St-Carlsbad-CA-92011/55326267_zpid/""}","https://www.zillow.com/homedetails/7053-Leeward-St-Carlsbad-CA-92011/55326267_zpid/","7053 Leeward St, Carlsbad, CA 92011","FIRST TEAM REAL ESTATE","$1.19M","- Sold","3","bds","3","ba","2,142","sqft","Sold 08/07/2020","https://www.zillow.com/homedetails/7053-Leeward-St-Carlsbad-CA-92011/55326267_zpid/","https://photos.zillowstatic.com/fp/4939d92ea165ea4b648d9f35747032c2-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6780 Avena Ct, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,126""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6780 Avena Ct"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.10566,""longitude"":-117.28665},""url"":""https://www.zillow.com/homedetails/6780-Avena-Ct-Carlsbad-CA-92011/61238241_zpid/""}","https://www.zillow.com/homedetails/6780-Avena-Ct-Carlsbad-CA-92011/61238241_zpid/","6780 Avena Ct, Carlsbad, CA 92011","ERA RANCH & SEA REALTY","$1.18M","- Sold","3","bds","3","ba","3,126","sqft","Sold 05/03/2021","https://www.zillow.com/homedetails/6780-Avena-Ct-Carlsbad-CA-92011/61238241_zpid/","https://photos.zillowstatic.com/fp/fe1b971035dc584cec930d5c8cc9daac-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1885 Artemisia Ct, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,755""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1885 Artemisia Ct"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/1885-Artemisia-Ct-Carlsbad-CA-92011/2069976588_zpid/""}","https://www.zillow.com/homedetails/1885-Artemisia-Ct-Carlsbad-CA-92011/2069976588_zpid/","1885 Artemisia Ct, Carlsbad, CA 92011","SHAFRAN REALTY GROUP","$1.18M","- Sold","3","bds","3","ba","1,755","sqft","Sold 07/16/2021","https://www.zillow.com/homedetails/1885-Artemisia-Ct-Carlsbad-CA-92011/2069976588_zpid/","https://photos.zillowstatic.com/fp/eae464945e60f63781514a6e2e694b20-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7015 Lavender Way, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,681""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7015 Lavender Way"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.102875,""longitude"":-117.30756},""url"":""https://www.zillow.com/homedetails/7015-Lavender-Way-Carlsbad-CA-92011/16653277_zpid/""}","https://www.zillow.com/homedetails/7015-Lavender-Way-Carlsbad-CA-92011/16653277_zpid/","7015 Lavender Way, Carlsbad, CA 92011","COLDWELL BANKER REALTY","$1.16M","- Sold","3","bds","3","ba","1,681","sqft","Sold 09/29/2021","https://www.zillow.com/homedetails/7015-Lavender-Way-Carlsbad-CA-92011/16653277_zpid/","https://photos.zillowstatic.com/fp/4140a971d459f754cc771e6e6f5061a7-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1222 Mariposa Rd, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,167""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1222 Mariposa Rd"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.116604,""longitude"":-117.303085},""url"":""https://www.zillow.com/homedetails/1222-Mariposa-Rd-Carlsbad-CA-92011/51077147_zpid/""}","https://www.zillow.com/homedetails/1222-Mariposa-Rd-Carlsbad-CA-92011/51077147_zpid/","1222 Mariposa Rd, Carlsbad, CA 92011","","$1.16M","- Sold","3","bds","3","ba","2,167","sqft","Sold 03/11/2020","https://www.zillow.com/homedetails/1222-Mariposa-Rd-Carlsbad-CA-92011/51077147_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=33.11660385131836,-117.30308532714844&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=9Ik4uMlqct6Bh2zUDod0HNJRXOg=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6933 Quiet Cove Dr, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,404""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6933 Quiet Cove Dr"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.105663,""longitude"":-117.31133},""url"":""https://www.zillow.com/homedetails/6933-Quiet-Cove-Dr-Carlsbad-CA-92011/16653898_zpid/""}","https://www.zillow.com/homedetails/6933-Quiet-Cove-Dr-Carlsbad-CA-92011/16653898_zpid/","6933 Quiet Cove Dr, Carlsbad, CA 92011","CAPSTONE REALTY & FINANCIAL","$1.15M","- Sold","3","bds","2","ba","1,404","sqft","Sold 04/06/2022","https://www.zillow.com/homedetails/6933-Quiet-Cove-Dr-Carlsbad-CA-92011/16653898_zpid/","https://photos.zillowstatic.com/fp/8f64c03c201a17a48fc4ccf18292ef52-p_e.jpg","Save this home"
