"ListItem-c11n-8-85-1__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-85-1__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-85-1__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-85-1__sc-yipmu-0 2","price","StyledPropertyCardDataArea-c11n-8-85-1__sc-yipmu-0 4","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-85-1__sc-6gojrl-0","Image-c11n-8-85-1__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-85-1__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2748 Via Alta Pl, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,515""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2748 Via Alta Pl"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.78317,""longitude"":-117.145065},""url"":""https://www.zillow.com/homedetails/2748-Via-Alta-Pl-San-Diego-CA-92108/305156492_zpid/""}","https://www.zillow.com/homedetails/2748-Via-Alta-Pl-San-Diego-CA-92108/305156492_zpid/","2748 Via Alta Pl, San Diego, CA 92108","","$982,000","- Sold","3","bds","3","ba","1,515","sqft","Sold 06/03/2021","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.78316879272461,-117.14506530761719&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=elGT9Qi1aoqF7zQVyWz6tT7A87Q=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2811 Avella Ct #59, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,129""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2811 Avella Ct #59"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/2811-Avella-Ct-59-San-Diego-CA-92108/2079258059_zpid/""}","https://www.zillow.com/homedetails/2811-Avella-Ct-59-San-Diego-CA-92108/2079258059_zpid/","2811 Avella Ct #59, San Diego, CA 92108","TOLL BROTHERS REAL ESTATE, INC","$979,733","- Sold","3","bds","4","ba","2,129","sqft","Sold 04/01/2021","https://photos.zillowstatic.com/fp/9b2fc31171efb89659c4b64a77a08ca5-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""9219 Calmante Ln, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,495""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9219 Calmante Ln"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.786545,""longitude"":-117.129845},""url"":""https://www.zillow.com/homedetails/9219-Calmante-Ln-San-Diego-CA-92108/66110433_zpid/""}","https://www.zillow.com/homedetails/9219-Calmante-Ln-San-Diego-CA-92108/66110433_zpid/","9219 Calmante Ln, San Diego, CA 92108","COMPASS","$975,000","- Sold","3","bds","3","ba","1,495","sqft","Sold 01/25/2023","https://photos.zillowstatic.com/fp/e23afc65731137431f3ba7091d3904b0-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7851 Inception Way, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,555""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7851 Inception Way"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.77795,""longitude"":-117.151024},""url"":""https://www.zillow.com/homedetails/7851-Inception-Way-San-Diego-CA-92108/120796662_zpid/""}","https://www.zillow.com/homedetails/7851-Inception-Way-San-Diego-CA-92108/120796662_zpid/","7851 Inception Way, San Diego, CA 92108","ROUTE 56 REALTY","$975,000","- Sold","3","bds","4","ba","1,555","sqft","Sold 05/25/2022","https://photos.zillowstatic.com/fp/38042942fbc2cf9b21338465b94c93f0-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2784 Piantino Cir, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,785""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2784 Piantino Cir"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.786247,""longitude"":-117.13122},""url"":""https://www.zillow.com/homedetails/2784-Piantino-Cir-San-Diego-CA-92108/2060724108_zpid/""}","https://www.zillow.com/homedetails/2784-Piantino-Cir-San-Diego-CA-92108/2060724108_zpid/","2784 Piantino Cir, San Diego, CA 92108","COLDWELL BANKER WEST","$975,000","- Sold","3","bds","2","ba","1,785","sqft","Sold 01/03/2023","https://photos.zillowstatic.com/fp/9984abba2a6f939e0fde2f5a1257d9b9-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2702 Piantino Cir, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,735""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2702 Piantino Cir"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.784336,""longitude"":-117.13154},""url"":""https://www.zillow.com/homedetails/2702-Piantino-Cir-San-Diego-CA-92108/63061563_zpid/""}","https://www.zillow.com/homedetails/2702-Piantino-Cir-San-Diego-CA-92108/63061563_zpid/","2702 Piantino Cir, San Diego, CA 92108","EXP REALTY","$974,900","- Sold","3","bds","2","ba","1,735","sqft","Sold 08/15/2022","https://photos.zillowstatic.com/fp/6bbe6e0a79e4e086989d226eb228cd38-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2410 Community Ln Unit 52, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,993""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2410 Community Ln UNIT 52"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.77921,""longitude"":-117.14554},""url"":""https://www.zillow.com/homedetails/2410-Community-Ln-UNIT-52-San-Diego-CA-92108/333211970_zpid/""}","https://www.zillow.com/homedetails/2410-Community-Ln-UNIT-52-San-Diego-CA-92108/333211970_zpid/","2410 Community Ln UNIT 52, San Diego, CA 92108","","$974,000","- Sold","3","bds","2.5","ba","1,993","sqft","Sold 10/30/2020","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.77920913696289,-117.14553833007812&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=Qx6nxSyAZZ0bE9HEmvuc5oqWH18=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2410 Community Ln, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,950""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2410 Community Ln"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.77966,""longitude"":-117.14536},""url"":""https://www.zillow.com/homedetails/2410-Community-Ln-San-Diego-CA-92108/2077232152_zpid/""}","https://www.zillow.com/homedetails/2410-Community-Ln-San-Diego-CA-92108/2077232152_zpid/","2410 Community Ln, San Diego, CA 92108","","$973,990","- Sold","3","bds","4","ba","1,950","sqft","Sold 10/30/2020","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.779659271240234,-117.1453628540039&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=Y5RNnHfJUN8xZ0ddb7ONoGYdr2Y=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7829 Inception Way, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,555""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7829 Inception Way"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.77809,""longitude"":-117.1515},""url"":""https://www.zillow.com/homedetails/7829-Inception-Way-San-Diego-CA-92108/120795984_zpid/""}","https://www.zillow.com/homedetails/7829-Inception-Way-San-Diego-CA-92108/120795984_zpid/","7829 Inception Way, San Diego, CA 92108","BIG BLOCK REALTY, INC.","$970,000","- Sold","3","bds","4","ba","1,555","sqft","Sold 04/08/2022","https://photos.zillowstatic.com/fp/565bfdee3768e330921ff981f76fe109-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7825 Stylus Dr, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,760""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7825 Stylus Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.77867,""longitude"":-117.15138},""url"":""https://www.zillow.com/homedetails/7825-Stylus-Dr-San-Diego-CA-92108/121422762_zpid/""}","https://www.zillow.com/homedetails/7825-Stylus-Dr-San-Diego-CA-92108/121422762_zpid/","7825 Stylus Dr, San Diego, CA 92108","OPENDOOR BROKERAGE INC.","$970,000","- Sold","3","bds","3","ba","1,760","sqft","Sold 02/04/2022","https://photos.zillowstatic.com/fp/7d13430f8f0a1e831c872787d23c0ad3-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7858 Inception Way, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,555""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7858 Inception Way"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.77892,""longitude"":-117.14992},""url"":""https://www.zillow.com/homedetails/7858-Inception-Way-San-Diego-CA-92108/121422551_zpid/""}","https://www.zillow.com/homedetails/7858-Inception-Way-San-Diego-CA-92108/121422551_zpid/","7858 Inception Way, San Diego, CA 92108","OPENDOOR BROKERAGE INC.","$965,000","- Sold","3","bds","4","ba","1,555","sqft","Sold 04/25/2022","https://photos.zillowstatic.com/fp/8fb4041420342fc4e48d61aa0d1731bd-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2420 Community Ln #42, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,978""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2420 Community Ln #42"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.77921,""longitude"":-117.14554},""url"":""https://www.zillow.com/homedetails/2420-Community-Ln-42-San-Diego-CA-92108/333211960_zpid/""}","https://www.zillow.com/homedetails/2420-Community-Ln-42-San-Diego-CA-92108/333211960_zpid/","2420 Community Ln #42, San Diego, CA 92108","COLRICH CALIFORNIA REALTY, INC","$961,990","- Sold","3","bds","3","ba","1,978","sqft","Sold 11/20/2020","https://photos.zillowstatic.com/fp/3d247d8ed36b15fc712e873135a76af4-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8383 Distinctive Dr, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,653""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8383 Distinctive Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.780083,""longitude"":-117.14927},""url"":""https://www.zillow.com/homedetails/8383-Distinctive-Dr-San-Diego-CA-92108/125721949_zpid/""}","https://www.zillow.com/homedetails/8383-Distinctive-Dr-San-Diego-CA-92108/125721949_zpid/","8383 Distinctive Dr, San Diego, CA 92108","COMPASS","$960,000","- Sold","3","bds","2","ba","1,653","sqft","Sold 04/21/2021","https://photos.zillowstatic.com/fp/4329e1b8b8a1ec82c571ef524fc7244b-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8432 Distinctive Dr, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,914""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8432 Distinctive Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.780083,""longitude"":-117.14927},""url"":""https://www.zillow.com/homedetails/8432-Distinctive-Dr-San-Diego-CA-92108/125788082_zpid/""}","https://www.zillow.com/homedetails/8432-Distinctive-Dr-San-Diego-CA-92108/125788082_zpid/","8432 Distinctive Dr, San Diego, CA 92108","SHEA ADVANTAGE","$960,000","- Sold","3","bds","2","ba","1,914","sqft","Sold 08/14/2020","https://photos.zillowstatic.com/fp/6439dfba17b086b683d56af9f03e030c-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2450 Community Ln Unit 14, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,648""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2450 Community Ln UNIT 14"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.77921,""longitude"":-117.14554},""url"":""https://www.zillow.com/homedetails/2450-Community-Ln-UNIT-14-San-Diego-CA-92108/333211932_zpid/""}","https://www.zillow.com/homedetails/2450-Community-Ln-UNIT-14-San-Diego-CA-92108/333211932_zpid/","2450 Community Ln UNIT 14, San Diego, CA 92108","COMPASS","$955,000","- Sold","3","bds","3","ba","1,648","sqft","Sold 05/03/2021","https://photos.zillowstatic.com/fp/27546572c2d8a383d7b1b94698e3eaa6-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2450 Community Ln Unit 14, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,648""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2450 Community Ln UNIT 14"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.77955,""longitude"":-117.1455},""url"":""https://www.zillow.com/homedetails/2450-Community-Ln-UNIT-14-San-Diego-CA-92108/2088459373_zpid/""}","https://www.zillow.com/homedetails/2450-Community-Ln-UNIT-14-San-Diego-CA-92108/2088459373_zpid/","2450 Community Ln UNIT 14, San Diego, CA 92108","","$955,000","- Sold","3","bds","3","ba","1,648","sqft","Sold 05/03/2021","https://photos.zillowstatic.com/fp/256324912c268588344824236ad5872f-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2430 Community Ln #28, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,963""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2430 Community Ln #28"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.77921,""longitude"":-117.14554},""url"":""https://www.zillow.com/homedetails/2430-Community-Ln-28-San-Diego-CA-92108/333211946_zpid/""}","https://www.zillow.com/homedetails/2430-Community-Ln-28-San-Diego-CA-92108/333211946_zpid/","2430 Community Ln #28, San Diego, CA 92108","","$952,000","- Sold","3","bds","2.5","ba","1,963","sqft","Sold 07/01/2020","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.77920913696289,-117.14553833007812&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=Qx6nxSyAZZ0bE9HEmvuc5oqWH18=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4229 Caminito Pintoresco, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,748""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4229 Caminito Pintoresco"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.773018,""longitude"":-117.104454},""url"":""https://www.zillow.com/homedetails/4229-Caminito-Pintoresco-San-Diego-CA-92108/16994127_zpid/""}","https://www.zillow.com/homedetails/4229-Caminito-Pintoresco-San-Diego-CA-92108/16994127_zpid/","4229 Caminito Pintoresco, San Diego, CA 92108","$950,000","- Sold","MISSION REALTY GROUP","3","bds","2","ba","1,748","sqft","Sold 07/19/2022","https://photos.zillowstatic.com/fp/e802f1f19e6078fd2130c8e77908aa84-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2638 Bellezza Dr, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,495""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2638 Bellezza Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.785877,""longitude"":-117.12998},""url"":""https://www.zillow.com/homedetails/2638-Bellezza-Dr-San-Diego-CA-92108/62655548_zpid/""}","https://www.zillow.com/homedetails/2638-Bellezza-Dr-San-Diego-CA-92108/62655548_zpid/","2638 Bellezza Dr, San Diego, CA 92108","COMPASS","$950,000","- Sold","3","bds","3","ba","1,495","sqft","Sold 04/11/2022","https://photos.zillowstatic.com/fp/a79dc99596f0ceb7fe7080837c54ba00-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""9222 Piantino Way, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,759""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9222 Piantino Way"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.785553,""longitude"":-117.13306},""url"":""https://www.zillow.com/homedetails/9222-Piantino-Way-San-Diego-CA-92108/63145780_zpid/""}","https://www.zillow.com/homedetails/9222-Piantino-Way-San-Diego-CA-92108/63145780_zpid/","9222 Piantino Way, San Diego, CA 92108","CAMDEN MCKAY REALTY","$950,000","- Sold","3","bds","2","ba","1,759","sqft","Sold 01/13/2023","https://photos.zillowstatic.com/fp/12bae383d6baa9e5ac7e1357c806c8bf-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2836 Villas Way, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,762""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2836 Villas Way"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.784172,""longitude"":-117.1341},""url"":""https://www.zillow.com/homedetails/2836-Villas-Way-San-Diego-CA-92108/63775619_zpid/""}","https://www.zillow.com/homedetails/2836-Villas-Way-San-Diego-CA-92108/63775619_zpid/","2836 Villas Way, San Diego, CA 92108","COMPASS","$950,000","- Sold","3","bds","3","ba","1,762","sqft","Sold 09/08/2021","https://photos.zillowstatic.com/fp/2e3d58696ecf8541a08a434c8f15d1ab-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7850 Inception Way, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,401""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7850 Inception Way"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.77892,""longitude"":-117.14992},""url"":""https://www.zillow.com/homedetails/7850-Inception-Way-San-Diego-CA-92108/121422262_zpid/""}","https://www.zillow.com/homedetails/7850-Inception-Way-San-Diego-CA-92108/121422262_zpid/","7850 Inception Way, San Diego, CA 92108","COMPASS","$950,000","- Sold","3","bds","4","ba","1,401","sqft","Sold 09/28/2022","https://photos.zillowstatic.com/fp/bfc8b6abfffe6c33bf3a355df3407d04-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7875 Modern Oasis Dr, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,555""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7875 Modern Oasis Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.779068,""longitude"":-117.1506},""url"":""https://www.zillow.com/homedetails/7875-Modern-Oasis-Dr-San-Diego-CA-92108/121422937_zpid/""}","https://www.zillow.com/homedetails/7875-Modern-Oasis-Dr-San-Diego-CA-92108/121422937_zpid/","7875 Modern Oasis Dr, San Diego, CA 92108","ROUTE 56 REALTY","$950,000","- Sold","3","bds","4","ba","1,555","sqft","Sold 12/15/2021","https://photos.zillowstatic.com/fp/81b6daf247da29a0c2f1b9963c0a27ad-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7836 Inception Way, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,555""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7836 Inception Way"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.77867,""longitude"":-117.15138},""url"":""https://www.zillow.com/homedetails/7836-Inception-Way-San-Diego-CA-92108/121423404_zpid/""}","https://www.zillow.com/homedetails/7836-Inception-Way-San-Diego-CA-92108/121423404_zpid/","7836 Inception Way, San Diego, CA 92108","OPENDOOR BROKERAGE INC.","$950,000","- Sold","3","bds","3","ba","1,555","sqft","Sold 01/11/2022","https://photos.zillowstatic.com/fp/72926c671cf997b548d9d147d74f05cb-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2343 Aperture Cir, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,687""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2343 Aperture Cir"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.78184,""longitude"":-117.149216},""url"":""https://www.zillow.com/homedetails/2343-Aperture-Cir-San-Diego-CA-92108/122075596_zpid/""}","https://www.zillow.com/homedetails/2343-Aperture-Cir-San-Diego-CA-92108/122075596_zpid/","2343 Aperture Cir, San Diego, CA 92108","EXP REALTY OF CALIFORNIA INC","$950,000","- Sold","3","bds","3","ba","1,687","sqft","Sold 10/20/2021","https://photos.zillowstatic.com/fp/2b39f3b0cc8d37fa9a5644e34693ba4b-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2774 Via Alta, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,774""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2774 Via Alta"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.778873,""longitude"":-117.149635},""url"":""https://www.zillow.com/homedetails/2774-Via-Alta-San-Diego-CA-92108/250673586_zpid/""}","https://www.zillow.com/homedetails/2774-Via-Alta-San-Diego-CA-92108/250673586_zpid/","2774 Via Alta, San Diego, CA 92108","ROUTE 56 REALTY","$950,000","- Sold","3","bds","4","ba","1,774","sqft","Sold 08/13/2021","https://photos.zillowstatic.com/fp/8ad27fd1d7bd343ed234cd7ab0bbff8e-p_e.jpg","Save this home"
