"ListItem-c11n-8-82-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0","price","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-82-3__sc-6gojrl-0","Image-c11n-8-82-3__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-82-3__sc-wpcbcc-1","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 4"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8860 Hoffing Ave, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,565""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8860 Hoffing Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.79349,""longitude"":-117.14137},""url"":""https://www.zillow.com/homedetails/8860-Hoffing-Ave-San-Diego-CA-92123/16930882_zpid/""}","https://www.zillow.com/homedetails/8860-Hoffing-Ave-San-Diego-CA-92123/16930882_zpid/","8860 Hoffing Ave, San Diego, CA 92123","$985,000","- Sold","3","bds","2","ba","1,565","sqft","Sold 07/16/2021","https://photos.zillowstatic.com/fp/102568fb841f36b8e030175a5bcdef28-p_e.jpg","Save this home","HOMESMART REALTY WEST"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""9279 Irvington Ave, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,053""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9279 Irvington Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.795162,""longitude"":-117.12711},""url"":""https://www.zillow.com/homedetails/9279-Irvington-Ave-San-Diego-CA-92123/16932099_zpid/""}","https://www.zillow.com/homedetails/9279-Irvington-Ave-San-Diego-CA-92123/16932099_zpid/","9279 Irvington Ave, San Diego, CA 92123","$985,000","- Sold","3","bds","2","ba","1,053","sqft","Sold 03/03/2022","https://photos.zillowstatic.com/fp/c26748a2b00d2ed07de4dc558d291e2c-p_e.jpg","Save this home","BERKSHIRE HATHAWAY HOMESERVICE"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2833 Larkin Pl, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,200""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2833 Larkin Pl"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.79495,""longitude"":-117.133766},""url"":""https://www.zillow.com/homedetails/2833-Larkin-Pl-San-Diego-CA-92123/16933164_zpid/""}","https://www.zillow.com/homedetails/2833-Larkin-Pl-San-Diego-CA-92123/16933164_zpid/","2833 Larkin Pl, San Diego, CA 92123","$985,000","- Sold","3","bds","2","ba","1,200","sqft","Sold 03/09/2022","https://photos.zillowstatic.com/fp/d2bc7d89c70d70915b032152ac2e0557-p_e.jpg","Save this home","BIG BLOCK REALTY, INC."
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2870 W Canyon Ave, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,166""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2870 W Canyon Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.798584,""longitude"":-117.11977},""url"":""https://www.zillow.com/homedetails/2870-W-Canyon-Ave-San-Diego-CA-92123/16931564_zpid/""}","https://www.zillow.com/homedetails/2870-W-Canyon-Ave-San-Diego-CA-92123/16931564_zpid/","2870 W Canyon Ave, San Diego, CA 92123","$980,000","- Sold","3","bds","3","ba","2,166","sqft","Sold 09/30/2021","https://photos.zillowstatic.com/fp/ccc0d8f64ab395b51f9cff4783212393-p_e.jpg","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2020 Talon Way, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,200""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2020 Talon Way"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.78125,""longitude"":-117.15687},""url"":""https://www.zillow.com/homedetails/2020-Talon-Way-San-Diego-CA-92123/17200934_zpid/""}","https://www.zillow.com/homedetails/2020-Talon-Way-San-Diego-CA-92123/17200934_zpid/","2020 Talon Way, San Diego, CA 92123","$980,000","- Sold","3","bds","2","ba","1,200","sqft","Sold 02/22/2022","https://photos.zillowstatic.com/fp/811dfa8fa2967a63f8b4b69f86ddf702-p_e.jpg","Save this home","BIG BLOCK REALTY, INC"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""9551 Larrabee Ave, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,582""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9551 Larrabee Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.792713,""longitude"":-117.118774},""url"":""https://www.zillow.com/homedetails/9551-Larrabee-Ave-San-Diego-CA-92123/16932788_zpid/""}","https://www.zillow.com/homedetails/9551-Larrabee-Ave-San-Diego-CA-92123/16932788_zpid/","9551 Larrabee Ave, San Diego, CA 92123","$975,000","- Sold","3","bds","2","ba","1,582","sqft","Sold 01/21/2022","https://photos.zillowstatic.com/fp/3f80217d5ea7fe88665e521eaf9c8f50-p_e.jpg","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8640 Neva Ave, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,640""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8640 Neva Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.799877,""longitude"":-117.142975},""url"":""https://www.zillow.com/homedetails/8640-Neva-Ave-San-Diego-CA-92123/16930236_zpid/""}","https://www.zillow.com/homedetails/8640-Neva-Ave-San-Diego-CA-92123/16930236_zpid/","8640 Neva Ave, San Diego, CA 92123","$970,000","- Sold","3","bds","2","ba","1,640","sqft","Sold 12/02/2021","https://photos.zillowstatic.com/fp/ccc8f5d1c0d30b4057f003324adac41a-p_e.jpg","Save this home","EXP REALTY OF CALIFORNIA, INC"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""9673 Stonecrest Blvd, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,579""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9673 Stonecrest Blvd"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.80169,""longitude"":-117.1172},""url"":""https://www.zillow.com/homedetails/9673-Stonecrest-Blvd-San-Diego-CA-92123/16933343_zpid/""}","https://www.zillow.com/homedetails/9673-Stonecrest-Blvd-San-Diego-CA-92123/16933343_zpid/","9673 Stonecrest Blvd, San Diego, CA 92123","$970,000","- Sold","3","bds","3","ba","1,579","sqft","Sold 12/19/2022","https://photos.zillowstatic.com/fp/240160ce0596fa260cafcf7e0c93f440-p_e.jpg","Save this home","STEVEN G FRAIOLI & ASSOCIATES"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2434 Meadow Lark Dr, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,236""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2434 Meadow Lark Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.786667,""longitude"":-117.155876},""url"":""https://www.zillow.com/homedetails/2434-Meadow-Lark-Dr-San-Diego-CA-92123/17200606_zpid/""}","https://www.zillow.com/homedetails/2434-Meadow-Lark-Dr-San-Diego-CA-92123/17200606_zpid/","2434 Meadow Lark Dr, San Diego, CA 92123","$967,000","- Sold","3","bds","2","ba","1,236","sqft","Sold 04/06/2022","https://photos.zillowstatic.com/fp/ab69b923bde2190cb782c10c4c880c97-p_e.jpg","Save this home","GLENN D MITCHEL, REALTORS"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2627 Greyling Dr, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,288""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2627 Greyling Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.793182,""longitude"":-117.14329},""url"":""https://www.zillow.com/homedetails/2627-Greyling-Dr-San-Diego-CA-92123/16931036_zpid/""}","https://www.zillow.com/homedetails/2627-Greyling-Dr-San-Diego-CA-92123/16931036_zpid/","2627 Greyling Dr, San Diego, CA 92123","$965,000","- Sold","3","bds","2","ba","1,288","sqft","Sold 09/23/2021","https://photos.zillowstatic.com/fp/2540ab90578425e0e37805f2e8ab464f-p_e.jpg","Save this home","ACROPOLIS ENTERPRISE"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2420 Community Ln #42, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,978""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2420 Community Ln #42"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.779076,""longitude"":-117.14565},""url"":""https://www.zillow.com/homedetails/2420-Community-Ln-42-San-Diego-CA-92123/2077609844_zpid/""}","https://www.zillow.com/homedetails/2420-Community-Ln-42-San-Diego-CA-92123/2077609844_zpid/","2420 Community Ln #42, San Diego, CA 92123","$961,900","- Sold","3","bds","3","ba","1,978","sqft","Sold 11/20/2020","https://photos.zillowstatic.com/fp/c57c8cd0a518656fc7da8e1e9ec5b82f-p_e.jpg","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3105 Pasternack Pl, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,492""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3105 Pasternack Pl"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.799522,""longitude"":-117.133606},""url"":""https://www.zillow.com/homedetails/3105-Pasternack-Pl-San-Diego-CA-92123/16930371_zpid/""}","https://www.zillow.com/homedetails/3105-Pasternack-Pl-San-Diego-CA-92123/16930371_zpid/","3105 Pasternack Pl, San Diego, CA 92123","$961,000","- Sold","3","bds","2","ba","1,492","sqft","Sold 04/23/2021","https://photos.zillowstatic.com/fp/1db5eb940e8b125d66f3cdecd0e3639b-p_e.jpg","Save this home","RE/MAX CITY REAL ESTATE"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2881 Amulet St, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,497""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2881 Amulet St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.79697,""longitude"":-117.1278},""url"":""https://www.zillow.com/homedetails/2881-Amulet-St-San-Diego-CA-92123/16932134_zpid/""}","https://www.zillow.com/homedetails/2881-Amulet-St-San-Diego-CA-92123/16932134_zpid/","2881 Amulet St, San Diego, CA 92123","$960,000","- Sold","3","bds","2","ba","1,497","sqft","Sold 11/29/2021","https://photos.zillowstatic.com/fp/88052d033bad5926394ccfd93114f6f9-p_e.jpg","Save this home","COLDWELL BANKER REALTY"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""9182 Ronda Ave, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,108""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9182 Ronda Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.789845,""longitude"":-117.12758},""url"":""https://www.zillow.com/homedetails/9182-Ronda-Ave-San-Diego-CA-92123/16932529_zpid/""}","https://www.zillow.com/homedetails/9182-Ronda-Ave-San-Diego-CA-92123/16932529_zpid/","9182 Ronda Ave, San Diego, CA 92123","$956,250","- Sold","3","bds","2","ba","1,108","sqft","Sold 07/07/2022","https://photos.zillowstatic.com/fp/75074dafadbf721af34c2dc09824430e-p_e.jpg","Save this home","CAL STATE REALTY SERVICES"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8231 Polizzi Pl, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,200""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8231 Polizzi Pl"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.7825,""longitude"":-117.151855},""url"":""https://www.zillow.com/homedetails/8231-Polizzi-Pl-San-Diego-CA-92123/17201043_zpid/""}","https://www.zillow.com/homedetails/8231-Polizzi-Pl-San-Diego-CA-92123/17201043_zpid/","8231 Polizzi Pl, San Diego, CA 92123","$955,000","- Sold","3","bds","2","ba","1,200","sqft","Sold 12/17/2021","https://photos.zillowstatic.com/fp/62aac20ee20576815268e978ded47585-p_e.jpg","Save this home","BERKSHIRE HATHAWAY HOMESERVICE"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2220 Finch Ln, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,472""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2220 Finch Ln"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.784225,""longitude"":-117.1583},""url"":""https://www.zillow.com/homedetails/2220-Finch-Ln-San-Diego-CA-92123/52523972_zpid/""}","https://www.zillow.com/homedetails/2220-Finch-Ln-San-Diego-CA-92123/52523972_zpid/","2220 Finch Ln, San Diego, CA 92123","$952,000","- Sold","3","bds","3","ba","1,472","sqft","Sold 06/15/2022","https://photos.zillowstatic.com/fp/a5e2898901184afb273f041dcdae8aa1-p_e.jpg","Save this home","REALTY ONE GROUP PACIFIC"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3042 Masters Pl, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,203""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3042 Masters Pl"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.799694,""longitude"":-117.12333},""url"":""https://www.zillow.com/homedetails/3042-Masters-Pl-San-Diego-CA-92123/16931712_zpid/""}","https://www.zillow.com/homedetails/3042-Masters-Pl-San-Diego-CA-92123/16931712_zpid/","3042 Masters Pl, San Diego, CA 92123","$950,400","- Sold","3","bds","2","ba","1,203","sqft","Sold 05/03/2022","https://photos.zillowstatic.com/fp/38cbded906196d978ddb258d0beb5564-p_e.jpg","Save this home","DOUGLAS ELLIMAN OF CALIFORNIA"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""9361 Wagner Ave, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,100""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9361 Wagner Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.807663,""longitude"":-117.12752},""url"":""https://www.zillow.com/homedetails/9361-Wagner-Ave-San-Diego-CA-92123/16919752_zpid/""}","https://www.zillow.com/homedetails/9361-Wagner-Ave-San-Diego-CA-92123/16919752_zpid/","9361 Wagner Ave, San Diego, CA 92123","$950,000","- Sold","3","bds","2","ba","1,100","sqft","Sold 01/11/2022","https://photos.zillowstatic.com/fp/9cf4ce5992a646c67b36bf531fb01a03-p_e.jpg","Save this home","ROCK REALTY"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8942 Earhart St, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,300""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8942 Earhart St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.800785,""longitude"":-117.13627},""url"":""https://www.zillow.com/homedetails/8942-Earhart-St-San-Diego-CA-92123/16930347_zpid/""}","https://www.zillow.com/homedetails/8942-Earhart-St-San-Diego-CA-92123/16930347_zpid/","8942 Earhart St, San Diego, CA 92123","$950,000","- Sold","3","bds","2","ba","1,300","sqft","Sold 04/06/2022","https://photos.zillowstatic.com/fp/dd09b6d81ff01ce3576e6bdf41155c75-p_e.jpg","Save this home","ANTONY CHIPOUNOV, BROKER"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""9152 Hector Ave, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,521""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9152 Hector Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.792034,""longitude"":-117.12951},""url"":""https://www.zillow.com/homedetails/9152-Hector-Ave-San-Diego-CA-92123/16932332_zpid/""}","https://www.zillow.com/homedetails/9152-Hector-Ave-San-Diego-CA-92123/16932332_zpid/","9152 Hector Ave, San Diego, CA 92123","$950,000","- Sold","3","bds","2","ba","1,521","sqft","Sold 12/03/2021","https://photos.zillowstatic.com/fp/2b721bbdbef1cc6644e9b6e3c5fc2548-p_e.jpg","Save this home","FIRST TEAM REAL ESTATE"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""9755 Stonecrest Blvd, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,411""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9755 Stonecrest Blvd"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.801144,""longitude"":-117.11665},""url"":""https://www.zillow.com/homedetails/9755-Stonecrest-Blvd-San-Diego-CA-92123/16933388_zpid/""}","https://www.zillow.com/homedetails/9755-Stonecrest-Blvd-San-Diego-CA-92123/16933388_zpid/","9755 Stonecrest Blvd, San Diego, CA 92123","$950,000","- Sold","3","bds","3","ba","1,411","sqft","Sold 06/08/2022","https://photos.zillowstatic.com/fp/5b16913f6881ce6bce70e8f2ee77d1a3-p_e.jpg","Save this home","LOGAN FAMILY PROPERTIES, INC"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8680 Converse Ave, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,828""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8680 Converse Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.789074,""longitude"":-117.14545},""url"":""https://www.zillow.com/homedetails/8680-Converse-Ave-San-Diego-CA-92123/16938376_zpid/""}","https://www.zillow.com/homedetails/8680-Converse-Ave-San-Diego-CA-92123/16938376_zpid/","8680 Converse Ave, San Diego, CA 92123","$950,000","- Sold","3","bds","2","ba","1,828","sqft","Sold 12/30/2022","https://photos.zillowstatic.com/fp/5f5ec6520454b9ba69099b67f38365e1-p_e.jpg","Save this home","HOMESMART REALTY WEST"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2895 W Canyon Ave, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,372""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2895 W Canyon Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.799335,""longitude"":-117.11648},""url"":""https://www.zillow.com/homedetails/2895-W-Canyon-Ave-San-Diego-CA-92123/16931607_zpid/""}","https://www.zillow.com/homedetails/2895-W-Canyon-Ave-San-Diego-CA-92123/16931607_zpid/","2895 W Canyon Ave, San Diego, CA 92123","$945,000","- Sold","3","bds","3","ba","1,372","sqft","Sold 05/31/2022","https://photos.zillowstatic.com/fp/5f9348c9d2092546a638f7e59a12f162-p_e.jpg","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2895 W Canyon Ave W, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,346""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2895 W Canyon Ave W"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/2895-W-Canyon-Ave-W-San-Diego-CA-92123/2064742728_zpid/""}","https://www.zillow.com/homedetails/2895-W-Canyon-Ave-W-San-Diego-CA-92123/2064742728_zpid/","2895 W Canyon Ave W, San Diego, CA 92123","$945,000","- Sold","3","bds","3","ba","1,346","sqft","Sold 05/31/2022","https://photos.zillowstatic.com/fp/34b8de6fc8533072ef264296f7c9cc9d-p_e.jpg","Save this home","REAL BROKER"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8531 Neva Ave, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,000""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8531 Neva Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.79942,""longitude"":-117.14463},""url"":""https://www.zillow.com/homedetails/8531-Neva-Ave-San-Diego-CA-92123/16930205_zpid/""}","https://www.zillow.com/homedetails/8531-Neva-Ave-San-Diego-CA-92123/16930205_zpid/","8531 Neva Ave, San Diego, CA 92123","$940,000","- Sold","3","bds","2","ba","1,000","sqft","Sold 05/03/2022","https://photos.zillowstatic.com/fp/e67c226ee2676ad6a949e2133f325101-p_e.jpg","Save this home","LENDER REALTY, INC."
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""9128 Overton Ave, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,580""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9128 Overton Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.79427,""longitude"":-117.129974},""url"":""https://www.zillow.com/homedetails/9128-Overton-Ave-San-Diego-CA-92123/16932046_zpid/""}","https://www.zillow.com/homedetails/9128-Overton-Ave-San-Diego-CA-92123/16932046_zpid/","9128 Overton Ave, San Diego, CA 92123","$935,000","- Sold","3","bds","2","ba","1,580","sqft","Sold 02/22/2023","https://photos.zillowstatic.com/fp/4d61251ac0855e5a7fe75c38d3fc8aa3-p_e.jpg","Save this home","REDFIN CORPORATION"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2590 Harcourt Dr, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,200""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2590 Harcourt Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.79288,""longitude"":-117.121254},""url"":""https://www.zillow.com/homedetails/2590-Harcourt-Dr-San-Diego-CA-92123/16932728_zpid/""}","https://www.zillow.com/homedetails/2590-Harcourt-Dr-San-Diego-CA-92123/16932728_zpid/","2590 Harcourt Dr, San Diego, CA 92123","$935,000","- Sold","3","bds","2","ba","1,200","sqft","Sold 03/01/2022","https://photos.zillowstatic.com/fp/a82419f8eaa3abb5197bcee2a8bfe63d-p_e.jpg","Save this home","EXP REALTY OF CALIFORNIA INC."
