"ListItem-c11n-8-82-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0","price","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-82-3__sc-6gojrl-0","property-card-link href","Image-c11n-8-82-3__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-82-3__sc-wpcbcc-1","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 4"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""540 S Bancroft St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,421""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""540 S Bancroft St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.70038,""longitude"":-117.12434},""url"":""https://www.zillow.com/homedetails/540-S-Bancroft-St-San-Diego-CA-92113/17085375_zpid/""}","https://www.zillow.com/homedetails/540-S-Bancroft-St-San-Diego-CA-92113/17085375_zpid/","540 S Bancroft St, San Diego, CA 92113","$342,000","- Sold","2","bds","1","ba","1,421","sqft","Sold 04/07/2021","https://www.zillow.com/homedetails/540-S-Bancroft-St-San-Diego-CA-92113/17085375_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.70037841796875,-117.12433624267578&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=-LwXCgE5T3SflOg363Cvq3M00mM=","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3295 Ocean View Blvd Unit 25, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""846""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3295 Ocean View Blvd UNIT 25"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.700912,""longitude"":-117.123146},""url"":""https://www.zillow.com/homedetails/3295-Ocean-View-Blvd-UNIT-25-San-Diego-CA-92113/65239784_zpid/""}","https://www.zillow.com/homedetails/3295-Ocean-View-Blvd-UNIT-25-San-Diego-CA-92113/65239784_zpid/","3295 Ocean View Blvd UNIT 25, San Diego, CA 92113","$340,000","- Sold","2","bds","1","ba","846","sqft","Sold 03/23/2022","https://www.zillow.com/homedetails/3295-Ocean-View-Blvd-UNIT-25-San-Diego-CA-92113/65239784_zpid/","https://photos.zillowstatic.com/fp/2dc724704d174dce768efd0a61590868-p_e.jpg","Save this home","CENTURY 21 AWARD"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4038 Boston Ave, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""660""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4038 Boston Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.694283,""longitude"":-117.10724},""url"":""https://www.zillow.com/homedetails/4038-Boston-Ave-San-Diego-CA-92113/17092312_zpid/""}","https://www.zillow.com/homedetails/4038-Boston-Ave-San-Diego-CA-92113/17092312_zpid/","4038 Boston Ave, San Diego, CA 92113","$330,000","- Sold","2","bds","1","ba","660","sqft","Sold 12/28/2020","https://www.zillow.com/homedetails/4038-Boston-Ave-San-Diego-CA-92113/17092312_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.69428253173828,-117.10723876953125&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=dgevJYQyGKKHV-pIL0U5KvM_D8o=","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""828 Elizabeth St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""766""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""828 Elizabeth St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.69728,""longitude"":-117.09944},""url"":""https://www.zillow.com/homedetails/828-Elizabeth-St-San-Diego-CA-92113/17092407_zpid/""}","https://www.zillow.com/homedetails/828-Elizabeth-St-San-Diego-CA-92113/17092407_zpid/","828 Elizabeth St, San Diego, CA 92113","$330,000","- Sold","2","bds","1","ba","766","sqft","Sold 10/20/2021","https://www.zillow.com/homedetails/828-Elizabeth-St-San-Diego-CA-92113/17092407_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.69728088378906,-117.09944152832031&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=qZcfB5W_qWhK6NJsDKVzUXg2UOM=","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3065 Webster Ave, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""864""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3065 Webster Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.704014,""longitude"":-117.12805},""url"":""https://www.zillow.com/homedetails/3065-Webster-Ave-San-Diego-CA-92113/17084883_zpid/""}","https://www.zillow.com/homedetails/3065-Webster-Ave-San-Diego-CA-92113/17084883_zpid/","3065 Webster Ave, San Diego, CA 92113","$325,000","- Sold","2","bds","1","ba","864","sqft","Sold 07/16/2020","https://www.zillow.com/homedetails/3065-Webster-Ave-San-Diego-CA-92113/17084883_zpid/","https://photos.zillowstatic.com/fp/8282a74c5a1db653dd92fa9e2a35a7bb-p_e.jpg","Save this home","BERKSHIRE HATHAWAY H.S.C.P."
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4402 Delta St Unit 23, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""753""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4402 Delta St UNIT 23"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.689514,""longitude"":-117.09976},""url"":""https://www.zillow.com/homedetails/4402-Delta-St-UNIT-23-San-Diego-CA-92113/72109634_zpid/""}","https://www.zillow.com/homedetails/4402-Delta-St-UNIT-23-San-Diego-CA-92113/72109634_zpid/","4402 Delta St UNIT 23, San Diego, CA 92113","$325,000","- Sold","2","bds","1","ba","753","sqft","Sold 06/28/2022","https://www.zillow.com/homedetails/4402-Delta-St-UNIT-23-San-Diego-CA-92113/72109634_zpid/","https://photos.zillowstatic.com/fp/3461cd9d7bf799c0d270fb395a6b9253-p_e.jpg","Save this home","CORE REAL ESTATE SERVICES"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4460 Delta St Apt 19, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""914""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4460 Delta St APT 19"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.689342,""longitude"":-117.09836},""url"":""https://www.zillow.com/homedetails/4460-Delta-St-APT-19-San-Diego-CA-92113/17093080_zpid/""}","https://www.zillow.com/homedetails/4460-Delta-St-APT-19-San-Diego-CA-92113/17093080_zpid/","4460 Delta St APT 19, San Diego, CA 92113","$320,000","- Sold","2","bds","1","ba","914","sqft","Sold 09/02/2022","https://www.zillow.com/homedetails/4460-Delta-St-APT-19-San-Diego-CA-92113/17093080_zpid/","https://photos.zillowstatic.com/fp/ba736a47e5c185f0f5e2e3300a20f86b-p_e.jpg","Save this home","ALLISON JAMES ESTATES & HOMES"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""128 S 33rd St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""714""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""128 S 33rd St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.704765,""longitude"":-117.12286},""url"":""https://www.zillow.com/homedetails/128-S-33rd-St-San-Diego-CA-92113/17084978_zpid/""}","https://www.zillow.com/homedetails/128-S-33rd-St-San-Diego-CA-92113/17084978_zpid/","128 S 33rd St, San Diego, CA 92113","$315,000","- Sold","2","bds","1","ba","714","sqft","Sold 09/15/2021","https://www.zillow.com/homedetails/128-S-33rd-St-San-Diego-CA-92113/17084978_zpid/","https://photos.zillowstatic.com/fp/fe36482b6108fa8352815b6286958d48-p_e.jpg","Save this home","BLUXEN"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4615 Delta St Apt 6, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""864""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4615 Delta St APT 6"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.68886,""longitude"":-117.09686},""url"":""https://www.zillow.com/homedetails/4615-Delta-St-APT-6-San-Diego-CA-92113/17093098_zpid/""}","https://www.zillow.com/homedetails/4615-Delta-St-APT-6-San-Diego-CA-92113/17093098_zpid/","4615 Delta St APT 6, San Diego, CA 92113","$310,000","- Sold","2","bds","2","ba","864","sqft","Sold 05/11/2021","https://www.zillow.com/homedetails/4615-Delta-St-APT-6-San-Diego-CA-92113/17093098_zpid/","https://photos.zillowstatic.com/fp/fd6bc4c235ad02efa8846c8c864bd391-p_e.jpg","Save this home","COMPASS"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3265 Ocean View Blvd Unit 7, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""846""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3265 Ocean View Blvd UNIT 7"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.700912,""longitude"":-117.123146},""url"":""https://www.zillow.com/homedetails/3265-Ocean-View-Blvd-UNIT-7-San-Diego-CA-92113/65239772_zpid/""}","https://www.zillow.com/homedetails/3265-Ocean-View-Blvd-UNIT-7-San-Diego-CA-92113/65239772_zpid/","3265 Ocean View Blvd UNIT 7, San Diego, CA 92113","$305,000","- Sold","2","bds","1","ba","846","sqft","Sold 10/12/2021","https://www.zillow.com/homedetails/3265-Ocean-View-Blvd-UNIT-7-San-Diego-CA-92113/65239772_zpid/","https://photos.zillowstatic.com/fp/caa65431f34cf41eef71feb156d04a06-p_e.jpg","Save this home","REEF POINT REALTY, INC"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3295 Ocean View Blvd Unit 30, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""846""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3295 Ocean View Blvd UNIT 30"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.700912,""longitude"":-117.123146},""url"":""https://www.zillow.com/homedetails/3295-Ocean-View-Blvd-UNIT-30-San-Diego-CA-92113/65239786_zpid/""}","https://www.zillow.com/homedetails/3295-Ocean-View-Blvd-UNIT-30-San-Diego-CA-92113/65239786_zpid/","3295 Ocean View Blvd UNIT 30, San Diego, CA 92113","$305,000","- Sold","2","bds","1","ba","846","sqft","Sold 06/24/2021","https://www.zillow.com/homedetails/3295-Ocean-View-Blvd-UNIT-30-San-Diego-CA-92113/65239786_zpid/","https://photos.zillowstatic.com/fp/bbfca3fa2041aa56d0d67f8f24501c35-p_e.jpg","Save this home","ORION MANAGEMENT & REALTY INC."
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""404 S 36th St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""910""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""404 S 36th St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.702377,""longitude"":-117.11709},""url"":""https://www.zillow.com/homedetails/404-S-36th-St-San-Diego-CA-92113/17085915_zpid/""}","https://www.zillow.com/homedetails/404-S-36th-St-San-Diego-CA-92113/17085915_zpid/","404 S 36th St, San Diego, CA 92113","$301,000","- Sold","2","bds","1","ba","910","sqft","Sold 01/07/2022","https://www.zillow.com/homedetails/404-S-36th-St-San-Diego-CA-92113/17085915_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.70237731933594,-117.1170883178711&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=9UwuwT2ULPlDukwdMnEAa8HyED4=","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1048 S 26th St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""610""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1048 S 26th St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.694996,""longitude"":-117.13822},""url"":""https://www.zillow.com/homedetails/1048-S-26th-St-San-Diego-CA-92113/17075446_zpid/""}","https://www.zillow.com/homedetails/1048-S-26th-St-San-Diego-CA-92113/17075446_zpid/","1048 S 26th St, San Diego, CA 92113","$300,000","- Sold","2","bds","1","ba","610","sqft","Sold 10/21/2021","https://www.zillow.com/homedetails/1048-S-26th-St-San-Diego-CA-92113/17075446_zpid/","https://photos.zillowstatic.com/fp/e21e88816c074a03cc6b95c2e4b2a5e3-p_e.jpg","Save this home","COMPASS"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""227 S Pardee St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""832""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""227 S Pardee St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.70386,""longitude"":-117.117516},""url"":""https://www.zillow.com/homedetails/227-S-Pardee-St-San-Diego-CA-92113/17085861_zpid/""}","https://www.zillow.com/homedetails/227-S-Pardee-St-San-Diego-CA-92113/17085861_zpid/","227 S Pardee St, San Diego, CA 92113","$300,000","- Sold","2","bds","1","ba","832","sqft","Sold 09/24/2020","https://www.zillow.com/homedetails/227-S-Pardee-St-San-Diego-CA-92113/17085861_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.703861236572266,-117.11751556396484&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=K1Ly0QtwGgNJL7JWWxXpGqMu9PE=","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3265 Ocean View Blvd Unit 8, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""846""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3265 Ocean View Blvd UNIT 8"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.700912,""longitude"":-117.123146},""url"":""https://www.zillow.com/homedetails/3265-Ocean-View-Blvd-UNIT-8-San-Diego-CA-92113/65239777_zpid/""}","https://www.zillow.com/homedetails/3265-Ocean-View-Blvd-UNIT-8-San-Diego-CA-92113/65239777_zpid/","3265 Ocean View Blvd UNIT 8, San Diego, CA 92113","$295,000","- Sold","2","bds","1","ba","846","sqft","Sold 10/18/2021","https://www.zillow.com/homedetails/3265-Ocean-View-Blvd-UNIT-8-San-Diego-CA-92113/65239777_zpid/","https://photos.zillowstatic.com/fp/4ceeeec9e5dab25f3ce3f14c292f8aae-p_e.jpg","Save this home","EXP REALTY OF CALIFORNIA INC"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3295 Ocean View Blvd Unit 26, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""846""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3295 Ocean View Blvd UNIT 26"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.700912,""longitude"":-117.123146},""url"":""https://www.zillow.com/homedetails/3295-Ocean-View-Blvd-UNIT-26-San-Diego-CA-92113/65239788_zpid/""}","https://www.zillow.com/homedetails/3295-Ocean-View-Blvd-UNIT-26-San-Diego-CA-92113/65239788_zpid/","3295 Ocean View Blvd UNIT 26, San Diego, CA 92113","$295,000","- Sold","2","bds","1","ba","846","sqft","Sold 04/29/2021","https://www.zillow.com/homedetails/3295-Ocean-View-Blvd-UNIT-26-San-Diego-CA-92113/65239788_zpid/","https://photos.zillowstatic.com/fp/e5db0ffc3c78567874bbf97f2e503c6e-p_e.jpg","Save this home","DANA HORNE REALTY"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4408 Delta St Apt 20, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,056""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4408 Delta St APT 20"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.689644,""longitude"":-117.099365},""url"":""https://www.zillow.com/homedetails/4408-Delta-St-APT-20-San-Diego-CA-92113/17093049_zpid/""}","https://www.zillow.com/homedetails/4408-Delta-St-APT-20-San-Diego-CA-92113/17093049_zpid/","4408 Delta St APT 20, San Diego, CA 92113","$285,900","- Sold","2","bds","2","ba","1,056","sqft","Sold 06/02/2020","https://www.zillow.com/homedetails/4408-Delta-St-APT-20-San-Diego-CA-92113/17093049_zpid/","https://photos.zillowstatic.com/fp/93a65136e6da4d882023725e972abb65-p_e.jpg","Save this home","BIG BLOCK REALTY, INC."
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1120 S 45th St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""839""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1120 S 45th St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.69423,""longitude"":-117.09835},""url"":""https://www.zillow.com/homedetails/1120-S-45th-St-San-Diego-CA-92113/17092641_zpid/""}","https://www.zillow.com/homedetails/1120-S-45th-St-San-Diego-CA-92113/17092641_zpid/","1120 S 45th St, San Diego, CA 92113","$525,000","- Sold","2","bds","1","ba","839","sqft","Sold 02/12/2021","https://www.zillow.com/homedetails/1120-S-45th-St-San-Diego-CA-92113/17092641_zpid/","https://photos.zillowstatic.com/fp/27217105f2a663003cd635063de4eb89-p_e.jpg","Save this home","ROURKE REALTY"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3427 Florence St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""833""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3427 Florence St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.697773,""longitude"":-117.12019},""url"":""https://www.zillow.com/homedetails/3427-Florence-St-San-Diego-CA-92113/17085590_zpid/""}","https://www.zillow.com/homedetails/3427-Florence-St-San-Diego-CA-92113/17085590_zpid/","3427 Florence St, San Diego, CA 92113","$515,000","- Sold","2","bds","1","ba","833","sqft","Sold 02/24/2021","https://www.zillow.com/homedetails/3427-Florence-St-San-Diego-CA-92113/17085590_zpid/","https://photos.zillowstatic.com/fp/33bc5dc5793c490e2584d6963d2ba179-p_e.jpg","Save this home","LEPE TENDWELL PROPERTIES"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""312 Olivewood Ter, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""888""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""312 Olivewood Ter"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.7028,""longitude"":-117.11542},""url"":""https://www.zillow.com/homedetails/312-Olivewood-Ter-San-Diego-CA-92113/17086004_zpid/""}","https://www.zillow.com/homedetails/312-Olivewood-Ter-San-Diego-CA-92113/17086004_zpid/","312 Olivewood Ter, San Diego, CA 92113","BERKSHIRE HATHAWAY HOMESERVICE","$510,000","2","bds","1","ba","888","sqft","Sold 01/23/2023","https://www.zillow.com/homedetails/312-Olivewood-Ter-San-Diego-CA-92113/17086004_zpid/","https://photos.zillowstatic.com/fp/15ed64111cc65e0fa6b06e1407746d40-p_e.jpg","Save this home","- Sold"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2956 Logan Ave, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,044""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2956 Logan Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.697205,""longitude"":-117.13048},""url"":""https://www.zillow.com/homedetails/2956-Logan-Ave-San-Diego-CA-92113/17091216_zpid/""}","https://www.zillow.com/homedetails/2956-Logan-Ave-San-Diego-CA-92113/17091216_zpid/","2956 Logan Ave, San Diego, CA 92113","$510,000","- Sold","2","bds","1","ba","1,044","sqft","Sold 01/06/2022","https://www.zillow.com/homedetails/2956-Logan-Ave-San-Diego-CA-92113/17091216_zpid/","https://photos.zillowstatic.com/fp/9b79e2dd31b548569c33134c763e7b4c-p_e.jpg","Save this home","HOMESMART REALTY WEST"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4460 Ocean View Blvd #7, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,478""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4460 Ocean View Blvd #7"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.700848,""longitude"":-117.09882},""url"":""https://www.zillow.com/homedetails/4460-Ocean-View-Blvd-7-San-Diego-CA-92113/2080085228_zpid/""}","https://www.zillow.com/homedetails/4460-Ocean-View-Blvd-7-San-Diego-CA-92113/2080085228_zpid/","4460 Ocean View Blvd #7, San Diego, CA 92113","$499,586","- Sold","2","bds","3","ba","1,478","sqft","Sold 06/16/2020","https://www.zillow.com/homedetails/4460-Ocean-View-Blvd-7-San-Diego-CA-92113/2080085228_zpid/","https://photos.zillowstatic.com/fp/a8f130a6e2b123770cc09d4eb4dc88b5-p_e.jpg","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2883 Webster Ave, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""824""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2883 Webster Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.70413,""longitude"":-117.13209},""url"":""https://www.zillow.com/homedetails/2883-Webster-Ave-San-Diego-CA-92113/17084807_zpid/""}","https://www.zillow.com/homedetails/2883-Webster-Ave-San-Diego-CA-92113/17084807_zpid/","2883 Webster Ave, San Diego, CA 92113","$498,000","- Sold","2","bds","1","ba","824","sqft","Sold 11/10/2022","https://www.zillow.com/homedetails/2883-Webster-Ave-San-Diego-CA-92113/17084807_zpid/","https://photos.zillowstatic.com/fp/d674dec720546e9625df056f3a0ad5a0-p_e.jpg","Save this home","PACIFIC PREFERRED"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4464 Ocean View Blvd #7, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,478""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4464 Ocean View Blvd #7"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.700943,""longitude"":-117.09886},""url"":""https://www.zillow.com/homedetails/4464-Ocean-View-Blvd-7-San-Diego-CA-92113/2079515702_zpid/""}","https://www.zillow.com/homedetails/4464-Ocean-View-Blvd-7-San-Diego-CA-92113/2079515702_zpid/","4464 Ocean View Blvd #7, San Diego, CA 92113","$496,614","- Sold","2","bds","3","ba","1,478","sqft","Sold 05/29/2020","https://www.zillow.com/homedetails/4464-Ocean-View-Blvd-7-San-Diego-CA-92113/2079515702_zpid/","https://photos.zillowstatic.com/fp/999ae21a4bc567c5126a6215f00e14e8-p_e.jpg","Save this home",""
