"ListItem-c11n-8-82-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 2","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 3","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-82-3__sc-6gojrl-0","Image-c11n-8-82-3__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-82-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3995 San Leandro Way, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,190""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3995 San Leandro Way"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.939507,""longitude"":-117.22655},""url"":""https://www.zillow.com/homedetails/3995-San-Leandro-Way-San-Diego-CA-92130/16775905_zpid/""}","https://www.zillow.com/homedetails/3995-San-Leandro-Way-San-Diego-CA-92130/16775905_zpid/","3995 San Leandro Way, San Diego, CA 92130","KELLER WILLIAMS REALTY","$1.35M","- Sold","3","bds","3","ba","2,190","sqft","Sold 04/30/2021","https://photos.zillowstatic.com/fp/0b1af2ef70d63e5910496d190f0abc6d-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11237 Carmel Creek Rd Unit 8, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,640""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11237 Carmel Creek Rd UNIT 8"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.92215,""longitude"":-117.226555},""url"":""https://www.zillow.com/homedetails/11237-Carmel-Creek-Rd-UNIT-8-San-Diego-CA-92130/16777889_zpid/""}","https://www.zillow.com/homedetails/11237-Carmel-Creek-Rd-UNIT-8-San-Diego-CA-92130/16777889_zpid/","11237 Carmel Creek Rd UNIT 8, San Diego, CA 92130","","$1.33M","- Sold","3","bds","2.5","ba","1,640","sqft","Sold 11/22/2021","https://photos.zillowstatic.com/fp/41551f97d18f8ee1378221891b80fddf-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11237 Eight Carmel Creek Rd, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,628""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11237 Eight Carmel Creek Rd"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/11237-Eight-Carmel-Creek-Rd-San-Diego-CA-92130/2067936029_zpid/""}","https://www.zillow.com/homedetails/11237-Eight-Carmel-Creek-Rd-San-Diego-CA-92130/2067936029_zpid/","11237 Eight Carmel Creek Rd, San Diego, CA 92130","HARCOURTS PRIME PROPERTIES","$1.33M","- Sold","3","bds","3","ba","1,628","sqft","Sold 11/22/2021","https://photos.zillowstatic.com/fp/270d560d19335f84790859b840b14d22-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11242 Carmel Creek Rd, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,409""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11242 Carmel Creek Rd"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.92302,""longitude"":-117.228264},""url"":""https://www.zillow.com/homedetails/11242-Carmel-Creek-Rd-San-Diego-CA-92130/16777827_zpid/""}","https://www.zillow.com/homedetails/11242-Carmel-Creek-Rd-San-Diego-CA-92130/16777827_zpid/","11242 Carmel Creek Rd, San Diego, CA 92130","KELLER WILLIAMS REALTY","$1.33M","- Sold","3","bds","3","ba","1,409","sqft","Sold 12/06/2021","https://photos.zillowstatic.com/fp/fc221f000c453951ed639829086bdd35-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11255 Carmel Creek Rd, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,871""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11255 Carmel Creek Rd"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.922916,""longitude"":-117.226135},""url"":""https://www.zillow.com/homedetails/11255-Carmel-Creek-Rd-San-Diego-CA-92130/16777898_zpid/""}","https://www.zillow.com/homedetails/11255-Carmel-Creek-Rd-San-Diego-CA-92130/16777898_zpid/","11255 Carmel Creek Rd, San Diego, CA 92130","NEPTUNE PARTNERS","$1.33M","- Sold","3","bds","3","ba","1,871","sqft","Sold 08/10/2021","https://photos.zillowstatic.com/fp/fdf06a03852cef9e3a85396f5a399cee-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3808 Quarter Mile Dr, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,029""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3808 Quarter Mile Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.95738,""longitude"":-117.231895},""url"":""https://www.zillow.com/homedetails/3808-Quarter-Mile-Dr-San-Diego-CA-92130/63774818_zpid/""}","https://www.zillow.com/homedetails/3808-Quarter-Mile-Dr-San-Diego-CA-92130/63774818_zpid/","3808 Quarter Mile Dr, San Diego, CA 92130","COLDWELL BANKER REALTY","$1.33M","- Sold","3","bds","3","ba","2,029","sqft","Sold 01/28/2022","https://photos.zillowstatic.com/fp/4d035e5ca9e0ab95a10455be18b4fecc-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11274 Carmel Creek Rd, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,409""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11274 Carmel Creek Rd"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.92319,""longitude"":-117.22876},""url"":""https://www.zillow.com/homedetails/11274-Carmel-Creek-Rd-San-Diego-CA-92130/16777841_zpid/""}","https://www.zillow.com/homedetails/11274-Carmel-Creek-Rd-San-Diego-CA-92130/16777841_zpid/","11274 Carmel Creek Rd, San Diego, CA 92130","REDFIN CORPORATION","$1.32M","- Sold","3","bds","3","ba","1,409","sqft","Sold 03/17/2022","https://photos.zillowstatic.com/fp/0ce44f287769a185a12215e35edfa187-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3355 Lower Ridge Rd, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,128""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3355 Lower Ridge Rd"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.95304,""longitude"":-117.243225},""url"":""https://www.zillow.com/homedetails/3355-Lower-Ridge-Rd-San-Diego-CA-92130/16768765_zpid/""}","https://www.zillow.com/homedetails/3355-Lower-Ridge-Rd-San-Diego-CA-92130/16768765_zpid/","3355 Lower Ridge Rd, San Diego, CA 92130","KELLER WILLIAMS REALTY","$1.31M","- Sold","3","bds","3","ba","2,128","sqft","Sold 09/13/2021","https://photos.zillowstatic.com/fp/9f892bde853991ca767d5a38a3ecb134-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11311 Carmel Creek Rd, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,410""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11311 Carmel Creek Rd"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.923065,""longitude"":-117.22518},""url"":""https://www.zillow.com/homedetails/11311-Carmel-Creek-Rd-San-Diego-CA-92130/16777923_zpid/""}","https://www.zillow.com/homedetails/11311-Carmel-Creek-Rd-San-Diego-CA-92130/16777923_zpid/","11311 Carmel Creek Rd, San Diego, CA 92130","COMPASS","$1.31M","- Sold","3","bds","3","ba","1,410","sqft","Sold 07/15/2022","https://photos.zillowstatic.com/fp/3b30cba1fc0ce399e11804864cdc3a67-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""13060 Caminito Bautizo, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,859""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""13060 Caminito Bautizo"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.954647,""longitude"":-117.21514},""url"":""https://www.zillow.com/homedetails/13060-Caminito-Bautizo-San-Diego-CA-92130/16771763_zpid/""}","https://www.zillow.com/homedetails/13060-Caminito-Bautizo-San-Diego-CA-92130/16771763_zpid/","13060 Caminito Bautizo, San Diego, CA 92130","CENTURY 21 AWARD","$1.30M","- Sold","3","bds","3","ba","1,859","sqft","Sold 12/13/2021","https://photos.zillowstatic.com/fp/2b9e792d6dd98c7f6e714c06ede06416-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""12504 Portada Pl, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,019""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""12504 Portada Pl"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.945152,""longitude"":-117.22519},""url"":""https://www.zillow.com/homedetails/12504-Portada-Pl-San-Diego-CA-92130/16776295_zpid/""}","https://www.zillow.com/homedetails/12504-Portada-Pl-San-Diego-CA-92130/16776295_zpid/","12504 Portada Pl, San Diego, CA 92130","RE/MAX SELECT ONE","$1.30M","- Sold","3","bds","3","ba","2,019","sqft","Sold 03/23/2021","https://photos.zillowstatic.com/fp/763f4e300d6c32063dcc113397ccacd6-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4577 Da Vinci St, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,210""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4577 Da Vinci St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.94231,""longitude"":-117.21781},""url"":""https://www.zillow.com/homedetails/4577-Da-Vinci-St-San-Diego-CA-92130/16777762_zpid/""}","https://www.zillow.com/homedetails/4577-Da-Vinci-St-San-Diego-CA-92130/16777762_zpid/","4577 Da Vinci St, San Diego, CA 92130","BERKSHIRE HATHAWAY HOMESERVICE","$1.30M","- Sold","3","bds","3","ba","2,210","sqft","Sold 10/20/2022","https://photos.zillowstatic.com/fp/8368185130ebcb93f2d883b6c1327dd3-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11218 Carmel Creek Rd, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,628""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11218 Carmel Creek Rd"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.92302,""longitude"":-117.228264},""url"":""https://www.zillow.com/homedetails/11218-Carmel-Creek-Rd-San-Diego-CA-92130/16777821_zpid/""}","https://www.zillow.com/homedetails/11218-Carmel-Creek-Rd-San-Diego-CA-92130/16777821_zpid/","11218 Carmel Creek Rd, San Diego, CA 92130","KELLER WILLIAMS CARMEL VALLEY","$1.30M","- Sold","3","bds","3","ba","1,628","sqft","Sold 05/10/2021","https://photos.zillowstatic.com/fp/7783fced3697bb69b11990366eac9edb-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3824 Quarter Mile Dr, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,029""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3824 Quarter Mile Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.95738,""longitude"":-117.231895},""url"":""https://www.zillow.com/homedetails/3824-Quarter-Mile-Dr-San-Diego-CA-92130/63774815_zpid/""}","https://www.zillow.com/homedetails/3824-Quarter-Mile-Dr-San-Diego-CA-92130/63774815_zpid/","3824 Quarter Mile Dr, San Diego, CA 92130","COLDWELL BANKER REALTY","$1.30M","- Sold","3","bds","3","ba","2,029","sqft","Sold 10/07/2022","https://photos.zillowstatic.com/fp/46ef1bd85a954a643fcb63db1740b773-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""13345 Violet Ln, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,985""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""13345 Violet Ln"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.96337,""longitude"":-117.1825},""url"":""https://www.zillow.com/homedetails/13345-Violet-Ln-San-Diego-CA-92130/145641221_zpid/""}","https://www.zillow.com/homedetails/13345-Violet-Ln-San-Diego-CA-92130/145641221_zpid/","13345 Violet Ln, San Diego, CA 92130","COMPASS","$1.30M","- Sold","3","bds","3","ba","1,985","sqft","Sold 07/01/2021","https://photos.zillowstatic.com/fp/a2c2eb88fe16cfc14e6af0812fa45019-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""12934 Caminito Beso, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,876""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""12934 Caminito Beso"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.95298,""longitude"":-117.213745},""url"":""https://www.zillow.com/homedetails/12934-Caminito-Beso-San-Diego-CA-92130/16771626_zpid/""}","https://www.zillow.com/homedetails/12934-Caminito-Beso-San-Diego-CA-92130/16771626_zpid/","12934 Caminito Beso, San Diego, CA 92130","REDFIN CORPORATION","$1.30M","- Sold","3","bds","3","ba","1,876","sqft","Sold 07/27/2021","https://photos.zillowstatic.com/fp/31fc3e3ccc5823f081d0a7b686740aaf-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4515 Da Vinci St, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,119""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4515 Da Vinci St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.941917,""longitude"":-117.218834},""url"":""https://www.zillow.com/homedetails/4515-Da-Vinci-St-San-Diego-CA-92130/52511655_zpid/""}","https://www.zillow.com/homedetails/4515-Da-Vinci-St-San-Diego-CA-92130/52511655_zpid/","4515 Da Vinci St, San Diego, CA 92130","KELLER WILLIAMS REALTY","$1.29M","- Sold","3","bds","3","ba","2,119","sqft","Sold 01/12/2023","https://photos.zillowstatic.com/fp/bff984c0c731a53f82e8a489ce1c361b-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""12405 Ruette Alliante, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,568""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""12405 Ruette Alliante"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.94282,""longitude"":-117.235},""url"":""https://www.zillow.com/homedetails/12405-Ruette-Alliante-San-Diego-CA-92130/16777228_zpid/""}","https://www.zillow.com/homedetails/12405-Ruette-Alliante-San-Diego-CA-92130/16777228_zpid/","12405 Ruette Alliante, San Diego, CA 92130","RE/MAX CONNECTIONS","$1.29M","- Sold","3","bds","3","ba","1,568","sqft","Sold 08/05/2022","https://photos.zillowstatic.com/fp/bcd3fa391f346b490f044b64ec99faa0-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""13389 Keegan Pl, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,128""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""13389 Keegan Pl"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.96273,""longitude"":-117.22882},""url"":""https://www.zillow.com/homedetails/13389-Keegan-Pl-San-Diego-CA-92130/16769466_zpid/""}","https://www.zillow.com/homedetails/13389-Keegan-Pl-San-Diego-CA-92130/16769466_zpid/","13389 Keegan Pl, San Diego, CA 92130","COLDWELL BANKER REALTY","$1.28M","- Sold","3","bds","3","ba","2,128","sqft","Sold 06/11/2021","https://photos.zillowstatic.com/fp/b21784617a61861eca8ad6f0b4a99f0c-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""13522 Jadestone Way, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,550""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""13522 Jadestone Way"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.96264,""longitude"":-117.233154},""url"":""https://www.zillow.com/homedetails/13522-Jadestone-Way-San-Diego-CA-92130/16772064_zpid/""}","https://www.zillow.com/homedetails/13522-Jadestone-Way-San-Diego-CA-92130/16772064_zpid/","13522 Jadestone Way, San Diego, CA 92130","COLDWELL BANKER REALTY","$1.28M","- Sold","3","bds","3","ba","1,550","sqft","Sold 02/24/2022","https://photos.zillowstatic.com/fp/519e4e926d0d829ad2e94daecc7a7a99-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""12485 San Bruno Cv, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,758""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""12485 San Bruno Cv"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.944843,""longitude"":-117.22671},""url"":""https://www.zillow.com/homedetails/12485-San-Bruno-Cv-San-Diego-CA-92130/16775967_zpid/""}","https://www.zillow.com/homedetails/12485-San-Bruno-Cv-San-Diego-CA-92130/16775967_zpid/","12485 San Bruno Cv, San Diego, CA 92130","PALM REALTY","$1.28M","- Sold","3","bds","3","ba","1,758","sqft","Sold 03/12/2021","https://photos.zillowstatic.com/fp/b25bcd4510021a7bdcd1ea402480a97e-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11253 Carmel Creek Rd, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,818""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11253 Carmel Creek Rd"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.922916,""longitude"":-117.226135},""url"":""https://www.zillow.com/homedetails/11253-Carmel-Creek-Rd-San-Diego-CA-92130/16777899_zpid/""}","https://www.zillow.com/homedetails/11253-Carmel-Creek-Rd-San-Diego-CA-92130/16777899_zpid/","11253 Carmel Creek Rd, San Diego, CA 92130","NEPTUNE PARTNERS","$1.28M","- Sold","3","bds","3","ba","1,818","sqft","Sold 04/30/2021","https://photos.zillowstatic.com/fp/9fd4a21d3f1adb19b86115d7754afec9-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""12619 El Camino Real Unit A, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,584""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""12619 El Camino Real UNIT A"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.9465,""longitude"":-117.235},""url"":""https://www.zillow.com/homedetails/12619-El-Camino-Real-UNIT-A-San-Diego-CA-92130/16778163_zpid/""}","https://www.zillow.com/homedetails/12619-El-Camino-Real-UNIT-A-San-Diego-CA-92130/16778163_zpid/","12619 El Camino Real UNIT A, San Diego, CA 92130","KELLER WILLIAMS REALTY","$1.28M","- Sold","3","bds","3","ba","1,584","sqft","Sold 01/13/2022","https://photos.zillowstatic.com/fp/45c30f4bf6bbeb95e1a3aba9f1c936d6-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5149 Saddlery Sq, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,832""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5149 Saddlery Sq"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.975105,""longitude"":-117.208755},""url"":""https://www.zillow.com/homedetails/5149-Saddlery-Sq-San-Diego-CA-92130/52511271_zpid/""}","https://www.zillow.com/homedetails/5149-Saddlery-Sq-San-Diego-CA-92130/52511271_zpid/","5149 Saddlery Sq, San Diego, CA 92130","COLDWELL BANKER REALTY","$1.28M","- Sold","3","bds","3","ba","2,832","sqft","Sold 06/22/2020","https://photos.zillowstatic.com/fp/2cee55312cc753945eec825e965c9254-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""12210 Caminito Del Mar Sands, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,757""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""12210 Caminito Del Mar Sands"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.93831,""longitude"":-117.234566},""url"":""https://www.zillow.com/homedetails/12210-Caminito-Del-Mar-Sands-San-Diego-CA-92130/16775747_zpid/""}","https://www.zillow.com/homedetails/12210-Caminito-Del-Mar-Sands-San-Diego-CA-92130/16775747_zpid/","12210 Caminito Del Mar Sands, San Diego, CA 92130","COASTAL LUXE PROPERTIES, INC","$1.28M","- Sold","3","bds","3","ba","1,757","sqft","Sold 08/05/2022","https://photos.zillowstatic.com/fp/6ddc0022cb9a48b90d5f2904fa943b46-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4175 Portilla Pl, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,008""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4175 Portilla Pl"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.942726,""longitude"":-117.22537},""url"":""https://www.zillow.com/homedetails/4175-Portilla-Pl-San-Diego-CA-92130/16776273_zpid/""}","https://www.zillow.com/homedetails/4175-Portilla-Pl-San-Diego-CA-92130/16776273_zpid/","4175 Portilla Pl, San Diego, CA 92130","COLDWELL BANKER REALTY","$1.28M","- Sold","3","bds","2","ba","2,008","sqft","Sold 06/05/2020","https://photos.zillowstatic.com/fp/1edb7022bdb2f3764efd25204aa6ea7e-p_e.jpg","Save this home"
