"ListItem-c11n-8-82-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 2","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 3","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-82-3__sc-6gojrl-0","Image-c11n-8-82-3__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-82-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1128 Cuchara Dr, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,999""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1128 Cuchara Dr"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.955864,""longitude"":-117.2622},""url"":""https://www.zillow.com/homedetails/1128-Cuchara-Dr-Del-Mar-CA-92014/16764583_zpid/""}","https://www.zillow.com/homedetails/1128-Cuchara-Dr-Del-Mar-CA-92014/16764583_zpid/","1128 Cuchara Dr, Del Mar, CA 92014","COLDWELL BANKER REALTY","$2.20M","- Sold","3","bds","4","ba","1,999","sqft","Sold 05/29/2020","https://photos.zillowstatic.com/fp/d3c9f44f09892686c7369d686eeeb151-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""14174 Mango Dr, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,336""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""14174 Mango Dr"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.954987,""longitude"":-117.24772},""url"":""https://www.zillow.com/homedetails/14174-Mango-Dr-Del-Mar-CA-92014/16764700_zpid/""}","https://www.zillow.com/homedetails/14174-Mango-Dr-Del-Mar-CA-92014/16764700_zpid/","14174 Mango Dr, Del Mar, CA 92014","ACTIVE REALTY INC.","$2.20M","- Sold","3","bds","3","ba","2,336","sqft","Sold 06/16/2022","https://photos.zillowstatic.com/fp/d33db467444c389dd12279a6c78123e7-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4530 South Ln, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,136""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4530 South Ln"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.988667,""longitude"":-117.23736},""url"":""https://www.zillow.com/homedetails/4530-South-Ln-Del-Mar-CA-92014/16766534_zpid/""}","https://www.zillow.com/homedetails/4530-South-Ln-Del-Mar-CA-92014/16766534_zpid/","4530 South Ln, Del Mar, CA 92014","THE SILLSTROP GROUP","$2.20M","- Sold","3","bds","3","ba","3,136","sqft","Sold 03/18/2020","https://photos.zillowstatic.com/fp/7b77a000d23598a8345463527d131b11-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""13090 Caminito Del Rocio, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,841""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""13090 Caminito Del Rocio"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.93724,""longitude"":-117.2563},""url"":""https://www.zillow.com/homedetails/13090-Caminito-Del-Rocio-Del-Mar-CA-92014/16765939_zpid/""}","https://www.zillow.com/homedetails/13090-Caminito-Del-Rocio-Del-Mar-CA-92014/16765939_zpid/","13090 Caminito Del Rocio, Del Mar, CA 92014","COMPASS","$2.15M","- Sold","3","bds","2","ba","1,841","sqft","Sold 03/23/2022","https://photos.zillowstatic.com/fp/2041a9194b8a45e2130cea4e7457567a-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""13212 Caminito Pointe Del Mar, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,360""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""13212 Caminito Pointe Del Mar"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.932392,""longitude"":-117.245026},""url"":""https://www.zillow.com/homedetails/13212-Caminito-Pointe-Del-Mar-Del-Mar-CA-92014/16766441_zpid/""}","https://www.zillow.com/homedetails/13212-Caminito-Pointe-Del-Mar-Del-Mar-CA-92014/16766441_zpid/","13212 Caminito Pointe Del Mar, Del Mar, CA 92014","EXP REALTY OF CALIFORNIA INC.","$2.15M","- Sold","3","bds","3","ba","3,360","sqft","Sold 05/04/2021","https://photos.zillowstatic.com/fp/4abac0059dc6c6fea3ebc4bc575b8182-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""13212 Caminito Point, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,360""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""13212 Caminito Point"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.932392,""longitude"":-117.245026},""url"":""https://www.zillow.com/homedetails/13212-Caminito-Point-Del-Mar-CA-92014/2120790513_zpid/""}","https://www.zillow.com/homedetails/13212-Caminito-Point-Del-Mar-CA-92014/2120790513_zpid/","13212 Caminito Point, Del Mar, CA 92014","EXP REALTY","$2.15M","- Sold","3","bds","3","ba","3,360","sqft","Sold 05/04/2021","https://photos.zillowstatic.com/fp/eb1d9e4093855b285d04cf4366e548d5-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""13133 Caminito Pointe Del Mar, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,990""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""13133 Caminito Pointe Del Mar"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.933556,""longitude"":-117.24568},""url"":""https://www.zillow.com/homedetails/13133-Caminito-Pointe-Del-Mar-Del-Mar-CA-92014/16766466_zpid/""}","https://www.zillow.com/homedetails/13133-Caminito-Pointe-Del-Mar-Del-Mar-CA-92014/16766466_zpid/","13133 Caminito Pointe Del Mar, Del Mar, CA 92014","BERKSHIRE HATHAWAY HOMESERVICE","$2.03M","- Sold","3","bds","3","ba","2,990","sqft","Sold 06/26/2020","https://photos.zillowstatic.com/fp/0c3dbc20ec221d5c3afc0b9244c4ba54-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""14798 Caminito Porto Alegre, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,331""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""14798 Caminito Porto Alegre"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.984238,""longitude"":-117.24385},""url"":""https://www.zillow.com/homedetails/14798-Caminito-Porto-Alegre-Del-Mar-CA-92014/16761797_zpid/""}","https://www.zillow.com/homedetails/14798-Caminito-Porto-Alegre-Del-Mar-CA-92014/16761797_zpid/","14798 Caminito Porto Alegre, Del Mar, CA 92014","AARE","$2.00M","- Sold","3","bds","3","ba","2,331","sqft","Sold 12/17/2021","https://photos.zillowstatic.com/fp/0141d15797d2ee7b3e815b861f66d820-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""15804 Caminito Cantaras, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,013""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""15804 Caminito Cantaras"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.983368,""longitude"":-117.24813},""url"":""https://www.zillow.com/homedetails/15804-Caminito-Cantaras-Del-Mar-CA-92014/16761917_zpid/""}","https://www.zillow.com/homedetails/15804-Caminito-Cantaras-Del-Mar-CA-92014/16761917_zpid/","15804 Caminito Cantaras, Del Mar, CA 92014","PROFESSIONAL REALTY SERVICES","$1.98M","- Sold","3","bds","3","ba","2,013","sqft","Sold 03/16/2022","https://photos.zillowstatic.com/fp/2be4e97a9acaa14b369de61a517dc4df-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2484 Oakridge Cv, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,413""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2484 Oakridge Cv"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.95541,""longitude"":-117.25009},""url"":""https://www.zillow.com/homedetails/2484-Oakridge-Cv-Del-Mar-CA-92014/111434418_zpid/""}","https://www.zillow.com/homedetails/2484-Oakridge-Cv-Del-Mar-CA-92014/111434418_zpid/","2484 Oakridge Cv, Del Mar, CA 92014","BARRY ESTATES","$1.98M","- Sold","3","bds","2","ba","1,413","sqft","Sold 02/06/2023","https://photos.zillowstatic.com/fp/2e0011f02db5f7aa23802278922938a2-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""13324 Caminito Mar Villa, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,668""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""13324 Caminito Mar Villa"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.941017,""longitude"":-117.25716},""url"":""https://www.zillow.com/homedetails/13324-Caminito-Mar-Villa-Del-Mar-CA-92014/16766339_zpid/""}","https://www.zillow.com/homedetails/13324-Caminito-Mar-Villa-Del-Mar-CA-92014/16766339_zpid/","13324 Caminito Mar Villa, Del Mar, CA 92014","MCGREGOR AND ASSOCIATES","$1.98M","- Sold","3","bds","3","ba","1,668","sqft","Sold 08/06/2021","https://photos.zillowstatic.com/fp/092e3f468edda2c87ed015b635c195c2-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2005 Del Mar Heights Rd, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,905""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2005 Del Mar Heights Rd"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.94788,""longitude"":-117.26063},""url"":""https://www.zillow.com/homedetails/2005-Del-Mar-Heights-Rd-Del-Mar-CA-92014/16763968_zpid/""}","https://www.zillow.com/homedetails/2005-Del-Mar-Heights-Rd-Del-Mar-CA-92014/16763968_zpid/","2005 Del Mar Heights Rd, Del Mar, CA 92014","BERKSHIRE HATHAWAY HOMESERVICE","$1.95M","- Sold","3","bds","3","ba","2,905","sqft","Sold 03/26/2020","https://photos.zillowstatic.com/fp/08ea9aade1204414794496780b7c03d2-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4542 Vista De La Patria, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,231""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4542 Vista De La Patria"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.984844,""longitude"":-117.23529},""url"":""https://www.zillow.com/homedetails/4542-Vista-De-La-Patria-Del-Mar-CA-92014/16767070_zpid/""}","https://www.zillow.com/homedetails/4542-Vista-De-La-Patria-Del-Mar-CA-92014/16767070_zpid/","4542 Vista De La Patria, Del Mar, CA 92014","COASTAL PREMIER PROPERTIES","$1.93M","- Sold","3","bds","3","ba","3,231","sqft","Sold 06/24/2020","https://photos.zillowstatic.com/fp/8a957a94d3410fad6ba2d3f7b6430a5c-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3315 Caminito Cabo Viejo, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,340""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3315 Caminito Cabo Viejo"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.982807,""longitude"":-117.242455},""url"":""https://www.zillow.com/homedetails/3315-Caminito-Cabo-Viejo-Del-Mar-CA-92014/16761879_zpid/""}","https://www.zillow.com/homedetails/3315-Caminito-Cabo-Viejo-Del-Mar-CA-92014/16761879_zpid/","3315 Caminito Cabo Viejo, Del Mar, CA 92014","CHASE BURK REAL ESTATE","$1.90M","- Sold","3","bds","4","ba","3,340","sqft","Sold 11/01/2021","https://photos.zillowstatic.com/fp/b860d61a2359ed3d0b65687681d84395-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""483 Avenida Primavera, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,070""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""483 Avenida Primavera"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.962154,""longitude"":-117.26161},""url"":""https://www.zillow.com/homedetails/483-Avenida-Primavera-Del-Mar-CA-92014/16762595_zpid/""}","https://www.zillow.com/homedetails/483-Avenida-Primavera-Del-Mar-CA-92014/16762595_zpid/","483 Avenida Primavera, Del Mar, CA 92014","ALLISON JAMES ESTATES & HOMES","$1.90M","- Sold","3","bds","2","ba","1,070","sqft","Sold 06/29/2020","https://photos.zillowstatic.com/fp/9a94cb63f7129fc9f08011a3f07aae5d-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""13082 Caminito Pointe Del Mar, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,018""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""13082 Caminito Pointe Del Mar"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.93383,""longitude"":-117.24486},""url"":""https://www.zillow.com/homedetails/13082-Caminito-Pointe-Del-Mar-Del-Mar-CA-92014/16766451_zpid/""}","https://www.zillow.com/homedetails/13082-Caminito-Pointe-Del-Mar-Del-Mar-CA-92014/16766451_zpid/","13082 Caminito Pointe Del Mar, Del Mar, CA 92014","WANNEBO REAL ESTATE GROUP","$1.90M","- Sold","3","bds","3","ba","3,018","sqft","Sold 04/26/2021","https://photos.zillowstatic.com/fp/149f79d757bc9ac1e246bd641429f2de-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1921 Santa Fe Ave, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,040""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1921 Santa Fe Ave"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.96505,""longitude"":-117.266266},""url"":""https://www.zillow.com/homedetails/1921-Santa-Fe-Ave-Del-Mar-CA-92014/16762270_zpid/""}","https://www.zillow.com/homedetails/1921-Santa-Fe-Ave-Del-Mar-CA-92014/16762270_zpid/","1921 Santa Fe Ave, Del Mar, CA 92014","","$1.88M","- Sold","3","bds","2.5","ba","2,040","sqft","Sold 12/09/2020","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.965049743652344,-117.26626586914062&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=urRLfLizz5QGIkVUrcwYSvjkPDo=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2149 Caminito Del Barco, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,234""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2149 Caminito Del Barco"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.93724,""longitude"":-117.2563},""url"":""https://www.zillow.com/homedetails/2149-Caminito-Del-Barco-Del-Mar-CA-92014/16765855_zpid/""}","https://www.zillow.com/homedetails/2149-Caminito-Del-Barco-Del-Mar-CA-92014/16765855_zpid/","2149 Caminito Del Barco, Del Mar, CA 92014","COASTAL PREMIER PROPERTIES","$1.84M","- Sold","3","bds","4","ba","2,234","sqft","Sold 02/16/2023","https://photos.zillowstatic.com/fp/e8ab1466040309ced39d87238e6c3575-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""12858 Caminito En Flor, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,668""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""12858 Caminito En Flor"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.936337,""longitude"":-117.25219},""url"":""https://www.zillow.com/homedetails/12858-Caminito-En-Flor-Del-Mar-CA-92014/16766229_zpid/""}","https://www.zillow.com/homedetails/12858-Caminito-En-Flor-Del-Mar-CA-92014/16766229_zpid/","12858 Caminito En Flor, Del Mar, CA 92014","WINDERMERE HOMES & ESTATES","$1.83M","- Sold","3","bds","3","ba","1,668","sqft","Sold 12/09/2021","https://photos.zillowstatic.com/fp/78b3388180f135a39c8962bbbbad2150-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""13572 Caminito Carmel, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,530""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""13572 Caminito Carmel"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.93377,""longitude"":-117.24314},""url"":""https://www.zillow.com/homedetails/13572-Caminito-Carmel-Del-Mar-CA-92014/16766408_zpid/""}","https://www.zillow.com/homedetails/13572-Caminito-Carmel-Del-Mar-CA-92014/16766408_zpid/","13572 Caminito Carmel, Del Mar, CA 92014","RESIDENTIAL AGENT INC.","$1.82M","- Sold","3","bds","3","ba","2,530","sqft","Sold 10/08/2021","https://photos.zillowstatic.com/fp/a2ae36f6f304281be70ca4495083dccd-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3330 Caminito Cabo Viejo, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,860""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3330 Caminito Cabo Viejo"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.982807,""longitude"":-117.242455},""url"":""https://www.zillow.com/homedetails/3330-Caminito-Cabo-Viejo-Del-Mar-CA-92014/16761870_zpid/""}","https://www.zillow.com/homedetails/3330-Caminito-Cabo-Viejo-Del-Mar-CA-92014/16761870_zpid/","3330 Caminito Cabo Viejo, Del Mar, CA 92014","KELLER WILLIAMS REALTY","$1.80M","- Sold","3","bds","4","ba","2,860","sqft","Sold 08/19/2022","https://photos.zillowstatic.com/fp/ee3ed0726b0f33681ff6624b659474f9-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""14717 Caminito Mar De Plata, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,331""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""14717 Caminito Mar De Plata"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.982296,""longitude"":-117.24711},""url"":""https://www.zillow.com/homedetails/14717-Caminito-Mar-De-Plata-Del-Mar-CA-92014/16761761_zpid/""}","https://www.zillow.com/homedetails/14717-Caminito-Mar-De-Plata-Del-Mar-CA-92014/16761761_zpid/","14717 Caminito Mar De Plata, Del Mar, CA 92014","AARE","$1.80M","- Sold","3","bds","3","ba","2,331","sqft","Sold 01/31/2022","https://photos.zillowstatic.com/fp/fcd88946746fa8eba5b020cdf60677df-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""14141 Boquita Dr, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,473""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""14141 Boquita Dr"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.954277,""longitude"":-117.24926},""url"":""https://www.zillow.com/homedetails/14141-Boquita-Dr-Del-Mar-CA-92014/16762963_zpid/""}","https://www.zillow.com/homedetails/14141-Boquita-Dr-Del-Mar-CA-92014/16762963_zpid/","14141 Boquita Dr, Del Mar, CA 92014","COMPASS","$1.80M","- Sold","3","bds","2","ba","1,473","sqft","Sold 02/15/2023","https://photos.zillowstatic.com/fp/7dd8bbe566ce5fab73e928f3a0712c3d-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""13404 Portofino Dr, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,527""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""13404 Portofino Dr"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.94324,""longitude"":-117.24395},""url"":""https://www.zillow.com/homedetails/13404-Portofino-Dr-Del-Mar-CA-92014/16765439_zpid/""}","https://www.zillow.com/homedetails/13404-Portofino-Dr-Del-Mar-CA-92014/16765439_zpid/","13404 Portofino Dr, Del Mar, CA 92014","GIBRALTAR REALTY","$1.80M","- Sold","3","bds","2","ba","1,527","sqft","Sold 06/30/2022","https://photos.zillowstatic.com/fp/e711b307affea6db3e702183e91933b5-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""12980 Caminito Del Canto, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,340""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""12980 Caminito Del Canto"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.935436,""longitude"":-117.25418},""url"":""https://www.zillow.com/homedetails/12980-Caminito-Del-Canto-Del-Mar-CA-92014/16766025_zpid/""}","https://www.zillow.com/homedetails/12980-Caminito-Del-Canto-Del-Mar-CA-92014/16766025_zpid/","12980 Caminito Del Canto, Del Mar, CA 92014","","$1.80M","- Sold","3","bds","3","ba","2,340","sqft","Sold 06/02/2021","https://photos.zillowstatic.com/fp/d1effcfb7d5f4b4d49cbd61c7af04304-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""15009 Paso Del Sol, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,682""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""15009 Paso Del Sol"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.99225,""longitude"":-117.23381},""url"":""https://www.zillow.com/homedetails/15009-Paso-Del-Sol-Del-Mar-CA-92014/16766564_zpid/""}","https://www.zillow.com/homedetails/15009-Paso-Del-Sol-Del-Mar-CA-92014/16766564_zpid/","15009 Paso Del Sol, Del Mar, CA 92014","","$1.80M","- Sold","3","bds","3","ba","2,682","sqft","Sold 09/08/2020","https://photos.zillowstatic.com/fp/a6bd29a6ce3aa83cf0286ea3df2e7777-p_e.jpg","Save this home"
